Activity,Matching,year
helped unitn igem team with model,Modelling,2015
part of policy and practice team,Human Practices,2015
wrote post note,Documentation,2015
created questionnaire on synthetic biology,Human Practices,2015
created questionnaire on synthetic biology,Public Engagement,2015
designed gui for project,Software,2015
designed gui for project,Design,2015
designed project banner,Creative Contributions,2015
interviewed international politicians,Human Practices,2015
interviewed international politicians,Public Engagement,2015
developed questionnaire on synthetic biology,Human Practices,2015
developed questionnaire on synthetic biology,Public Engagement,2015
improved wiki,Documentation,2015
constructed parameters list for modelling,Modelling,2015
designed project,Design,2015
performed transformations,Experiments,2015
produced competent cells,Experiments,2015
captured pictures with atomic force microscope,Experiments,2015
ran organisational infrastructure,Administration,2015
managed social network channels,Public Engagement,2015
liaised collaborations with unitn igem team,Collaboration,2015
part of wet lab team,Experiments,2015
validated fusion protein,Experiments,2015
carried out afm imaging,Experiments,2015
carried out congo red and heme plating,Experiments,2015
involved in lab work,Experiments,2015
did transformations,Experiments,2015
helped with various protocol,Experiments,2015
contributed to scientific writing,Documentation,2015
involved in all wet lab aspects,Experiments,2015
carried out ligations,Experiments,2015
carried out pcr reactions,Experiments,2015
ran diagnostic restriction digest gels,Experiments,2015
involved in outreach events,Public Engagement,2015
created posters and envirowire logo,Creative Contributions,2015
presented at outreach events,Public Engagement,2015
managed social networking,Public Engagement,2015
designed presentations,Creative Contributions,2015
helped with scientific and wiki writing,Documentation,2015
carried out congo red plating,Experiments,2015
carried out transformations,Experiments,2015
designed and wrote wiki,Documentation,2015
created kent igem logo,Creative Contributions,2015
part of main wet lab team,Experiments,2015
carried out mini-preps,Experiments,2015
carried out gibson assembly,Experiments,2015
contributed mainly to wet lab team,Experiments,2015
carried out restriction dna digestion,Experiments,2015
carried out ligation reactions,Experiments,2015
involved in policies and practice,Human Practices,2015
gathered mps opinion on synthetic biology,Human Practices,2015
aided in design of questionnaire,Human Practices,2015
conducted interviews,Human Practices,2015
presented project at meet-ups,Public Engagement,2015
carried out diagnostics tests,Experiments,2015
validated conductivity of fusion protein,Experiments,2015
grateful for funding our igem project,Fundraising,2015
letting us use their laboratory space,Material Supply,2015
granting the access to laboratory equipment,Material Supply,2015
providing guidance throughout our project,Supervision,2015
helping us improve our project,Supervision,2015
helping us improve our project,Collaboration,2015
guiding us to do better in the final presentation,Supervision,2015
giving us help in designing the template of our wiki,Documentation,2015
"assisting us in the improvement of our online platform, flight igem",Software,2015
"assisting us in the improvement of our online platform, flight igem",Documentation,2015
sharing their experience of the igem,Training,2015
sharing their experience of the igem,Collaboration,2015
giving us useful suggestions,Supervision,2015
work on an interesting project,Design,2015
experience the day to day difficulties of working in a molecular biology lab,Experiments,2015
learn more about synthetic biology,Training,2015
apply it to his future career in bioengineering research,Other,2015
learn about genetic engineering,Training,2015
diversify his knowledge,Other,2015
apply what he learns and experiences during igem to every challenge in his career,Other,2015
expand his knowledge within the field of synthetic biology,Training,2015
further understand the industry of biotechnology,Entrepreneurship,2015
further understand the industry of biotechnology,Human Practices,2015
helped bring iGEM to the University of Pittsburgh,Public Engagement,2015
helped bring iGEM to the University of Pittsburgh,Human Practices,2015
"research in synthetic chemistry, chemical biology, and synthetic biology",Design,2015
"research in synthetic chemistry, chemical biology, and synthetic biology",Experiments,2015
studies biophysics,Analysis,2015
utilize various optical microscopy techniques to observe the swimming pattern of bacteria under different conditions,Experiments,2015
utilize various optical microscopy techniques to observe the swimming pattern of bacteria under different conditions,Analysis,2015
"carried out all laboratory experiments, data collection, and analysis",Experiments,2015
"carried out all laboratory experiments, data collection, and analysis",Analysis,2015
provided project support and advice,Supervision,2015
taught lab techniques,Training,2015
helped bring iGEM to Pitt,Public Engagement,2015
helped bring iGEM to Pitt,Human Practices,2015
provided advice at all stages of the project,Supervision,2015
contributed feedback and critique of data collection,Supervision,2015
contributed feedback and critique of data collection,Analysis,2015
aided with obtaining supplies and chemicals,Material Supply,2015
supplied chemicals and supplies on short notice,Material Supply,2015
provided lab space,Material Supply,2015
provided supplies and chemicals,Material Supply,2015
aided with lab equipment usage,Material Supply,2015
gathered funding,Fundraising,2015
took care of logistics of forming a university team,Administration,2015
provided funding from the bioengineering department,Fundraising,2015
dna donations,Parts,2015
supplied many plasmids,Parts,2015
accompanied during night stays,Supervision,2015
provided shipment support,Material Supply,2015
designed official banner,Creative Contributions,2015
provided funding support,Fundraising,2015
advice on clinical trials,Supervision,2015
advice on clinical trials,Safety,2015
project advice and idea finalisation,Supervision,2015
project advice and idea finalisation,Design,2015
designed the website,Documentation,2015
designed the website,Software,2015
provided technical support for website,Software,2015
aided the team with all the conceptual ideas and facts,Supervision,2015
aided the team with all the conceptual ideas and facts,Design,2015
assisted the team on various technical concepts,Supervision,2015
assisted the team on various technical concepts,Training,2015
helped the team in cloning strategies,Experiments,2015
supported in synthetic biology works,Experiments,2015
working on microbiology works,Experiments,2015
working on wiki design,Documentation,2015
working in labs,Experiments,2015
team coordinator,Administration,2015
involves in synthetic biology,Experiments,2015
member of the human practices team,Human Practices,2015
member of the funding team,Fundraising,2015
member of the microbiology team,Experiments,2015
involves in social welfare,Public Engagement,2015
involved in synthetic biology work,Experiments,2015
works for the human practices,Human Practices,2015
lab works,Experiments,2015
wiki design,Documentation,2015
wiki page designer,Documentation,2015
contributed to human practices team,Human Practices,2015
part of the microbiology team,Experiments,2015
updating our wiki page,Documentation,2015
part of the wiki page team,Documentation,2015
part of the human practices team,Human Practices,2015
in charge of funding team,Fundraising,2015
part of the synthetic biology team,Experiments,2015
responsible for the wiki page updates,Documentation,2015
contributed for the team's collaboration,Collaboration,2015
part of the human practices team,Human Practices,2015
lab team,Experiments,2015
poster team,Creative Contributions,2015
web team co-leader,Documentation,2015
human practices leader,Human Practices,2015
lab team co-leader,Supervision,2015
project leader,Supervision,2015
vice captain,Supervision,2015
poster team leader,Creative Contributions,2015
human practices,Human Practices,2015
team captain,Supervision,2015
performed all the lab work,Experiments,2015
created the wiki and website,Documentation,2015
"designed the poster, logo, banner, and t-shirts",Creative Contributions,2015
led human practices,Human Practices,2015
works with the dna inserted into the moss,Experiments,2015
manipulation of moss in green lab,Experiments,2015
working on experiments which simulate the conditions on mars,Experiments,2015
outreach,Public Engagement,2015
film editing,Creative Contributions,2015
doing transformations of moss,Experiments,2015
purification of plasmids in e. coli,Experiments,2015
web development,Software,2015
designing experiments to test if the moss has obtained the wished ability,Design,2015
designing experiments to test if the moss has obtained the wished ability,Experiments,2015
photographer,Creative Contributions,2015
designer,Design,2015
working on a new logo for spacemoss,Creative Contributions,2015
optimizing our poster for our presentation at MIT in Boston,Creative Contributions,2015
webdesign,Documentation,2015
building the experiments that test our moss in red lab,Experiments,2015
branding,Public Engagement,2015
funding,Fundraising,2015
helping with the moss transformations in green lab,Experiments,2015
participated in the moss transformations,Experiments,2015
experiments testing the results in red lab,Experiments,2015
lab work,Experiments,2015
experimental design,Design,2015
lab and office space,Material Supply,2015
handle moss,Experiments,2015
propagation moss cultures,Experiments,2015
protocols for pcr,Experiments,2015
purification of dna,Experiments,2015
guiding from the start,Supervision,2015
advice and guidance,Supervision,2015
moss expertise,Supervision,2015
space enthusiasm,Other,2015
feedback,Supervision,2015
supervision during weekends,Supervision,2015
homepage,Documentation,2015
posters,Creative Contributions,2015
connections to department,Material Supply,2015
finances,Fundraising,2015
coordination,Administration,2015
arrangements,Administration,2015
advised teams,Supervision,2015
judged in igem jamboree,Other,2015
scientific advisor on spacemoss,Supervision,2015
mars-soil substitute,Design,2015
mars-soil substitute,Experiments,2015
access to jens-martin mars-chamber,Material Supply,2015
advice,Supervision,2015
support,Supervision,2015
guidance on jens-martin mars-chamber,Supervision,2015
brainstorming for red lab,Design,2015
logo design,Creative Contributions,2015
moss transformation,Experiments,2015
new ideas,Design,2015
spacemoss comic,Creative Contributions,2015
arduino software and hardware,Hardware,2015
arduino software and hardware,Software,2015
running lc-ms on moss samples,Experiments,2015
general help,Other,2015
material sourcing,Material Supply,2015
extraction of plant material,Experiments,2015
helped with the project,Other,2015
helped troubleshoot lab problems,Supervision,2015
contributed to outreach,Public Engagement,2015
provided lab support,Material Supply,2015
helped with outreach,Public Engagement,2015
helped with microscopy and flow cytometry,Experiments,2015
provided imaging reagents,Material Supply,2015
helped develop nmr protocol,Experiments,2015
assisted with statistical analysis,Analysis,2015
taught modeling constructs,Modelling,2015
taught modeling constructs,Training,2015
advised on polyphosphate assay,Supervision,2015
advised on polyphosphate assay,Experiments,2015
produced team banner,Creative Contributions,2015
helped with travel arrangements,Administration,2015
sent plasmids,Material Supply,2015
allowed use of venue,Material Supply,2015
allowed discussion on genetic engineering,Public Engagement,2015
discussed ethics of gm,Human Practices,2015
allowed outreach workshop,Public Engagement,2015
allowed talk on ethics of gm,Human Practices,2015
booked flights,Administration,2015
responsible for the synthetic construct design of our project,Design,2015
managed the dry lab research,Analysis,2015
planning the project with the team,Design,2015
designing our parts,Design,2015
designing our parts,Parts,2015
ordering primers for the team,Material Supply,2015
led the molecular biology team in their research,Supervision,2015
led the molecular biology team in their research,Experiments,2015
building our new biobrick devices,Parts,2015
building our new biobrick devices,Experiments,2015
worked on dry and wet lab aspects,Experiments,2015
worked on dry and wet lab aspects,Analysis,2015
participated in outreach activities,Public Engagement,2015
managing the team's social media accounts,Public Engagement,2015
managing the team's social media accounts,Documentation,2015
team collaborations,Collaboration,2015
worked in the molecular biology team,Experiments,2015
mini-prepping plasmids,Experiments,2015
nanodropping samples,Experiments,2015
running gels,Experiments,2015
uploading content to the wiki,Documentation,2015
designing the poster for the giant jamboree,Creative Contributions,2015
carrying out research and lab work,Design,2015
carrying out research and lab work,Experiments,2015
organising the travel to boston,Administration,2015
securing sponsorships,Fundraising,2015
maintaining supplies for the lab,Material Supply,2015
general budgeting,Administration,2015
involved with outreach,Public Engagement,2015
human practices work,Human Practices,2015
presented our project at the giant jamboree,Public Engagement,2015
specialised in the phosphate assay,Experiments,2015
specialised in the business plan,Entrepreneurship,2015
designed phosphate measurement experiments,Design,2015
designed phosphate measurement experiments,Experiments,2015
wrote our team's business plan,Entrepreneurship,2015
wrote our team's business plan,Documentation,2015
contacting national wastewater companies,Human Practices,2015
contacting national wastewater companies,Public Engagement,2015
constructing a potential path for our project,Design,2015
participated in dry lab research,Analysis,2015
guiding the phosphate and growth assay teams,Supervision,2015
scheduling plate reader experiments,Experiments,2015
managing overnight cultures,Experiments,2015
analysing data,Analysis,2015
worked with adam on a model for our project,Modelling,2015
worked in dry lab research,Analysis,2015
dry lab research,Analysis,2015
work with the growth assay team,Experiments,2015
designing our wiki template,Documentation,2015
wiki content formatting,Documentation,2015
worked with mat on the modeling side,Modelling,2015
input for our presentation in Boston,Creative Contributions,2015
input for our presentation in Boston,Design,2015
participated in outreach events,Public Engagement,2015
worked in the phosphate assay team,Experiments,2015
designed and distributed flyers,Creative Contributions,2015
designed and distributed flyers,Public Engagement,2015
held demonstrations of dna extraction experiments,Public Engagement,2015
held demonstrations of dna extraction experiments,Experiments,2015
went to discussions in York,Human Practices,2015
went to discussions in York,Collaboration,2015
dry lab research sessions,Analysis,2015
wet lab team,Experiments,2015
spent summer with the growth assay team,Experiments,2015
helped analyse the phosphate assay team's work,Analysis,2015
helped with some of the coding on our wiki page,Documentation,2015
helped with some of the coding on our wiki page,Software,2015
worked on the growth assay team,Experiments,2015
participated in several outreach events,Public Engagement,2015
crucial to the animations in our presentation,Creative Contributions,2015
drawings on the registry of standard biological parts,Parts,2015
drawings on the registry of standard biological parts,Creative Contributions,2015
helped liz keep our social media followers updated,Public Engagement,2015
imaging of phosphate,Experiments,2015
imaging of phosphate,Analysis,2015
used confocal microscopy and dapi staining,Experiments,2015
extensive outreach work,Public Engagement,2015
working with the phosphate assay team,Experiments,2015
overseen molecular biology experiments,Supervision,2015
overseen molecular biology experiments,Experiments,2015
designed synthetic gene constructs,Design,2015
worked on the growth assay,Experiments,2015
outreach program,Public Engagement,2015
becoming a master animator,Creative Contributions,2015
part of the social media team,Public Engagement,2015
worked with the growth assay team,Experiments,2015
extensive work on the wiki page,Documentation,2015
confocal microscopy imaging,Experiments,2015
fluorescence-based sensitive assays,Experiments,2015
working in the lab with the molecular biology team,Experiments,2015
maintains the social media accounts,Public Engagement,2015
organise various team events,Administration,2015
part of the wiki team,Documentation,2015
part of the molecular biology team,Experiments,2015
organising the analysis of engineered e.coli,Analysis,2015
writing the team’s business plan,Entrepreneurship,2015
working on the growth and phosphate assays,Experiments,2015
wiki work,Documentation,2015
worked on the phosphate assay,Experiments,2015
wiki page,Documentation,2015
co-ordinating and participating in outreach activities,Public Engagement,2015
getting the team funding,Fundraising,2015
recruiting new members,Administration,2015
liaising with members of staff,Administration,2015
helping troubleshoot lab problems,Supervision,2015
supervising,Supervision,2015
providing advice on various protocols,Supervision,2015
helping find chemical solutions,Supervision,2015
tinkering with e. coli,Experiments,2015
running the york igem team,Administration,2015
research in antibiotic producing bacteria,Experiments,2015
research in antibiotic producing bacteria,Design,2015
expression guide,Design,2016
functional architecture,Design,2016
compatibility,Design,2016
wet lab,Experiments,2016
kite surf,Other,2016
would rather be in lab,Other,2016
been involved in several nonprofits,Human Practices,2016
manage a local youth soccer league,Human Practices,2016
absolutely love food and sleep,Other,2016
enjoy painting and drawing,Creative Contributions,2016
raised money,Fundraising,2016
raised enough money to enter 4 boys and the pi to jamboree,Fundraising,2016
entered iGEM,Administration,2016
attended numerous conferences,Public Engagement,2016
interned at cybio and labgenius,Training,2016
contributed to research,Research,2016
contributed to experimental design,Design,2016
created the wiki,Documentation,2016
research,Research,2016
badgering potential sponsors and collaborators,Collaboration,2016
badgering potential sponsors and collaborators,Fundraising,2016
head of human practices,Human Practices,2016
written several articles and pamphlets,Documentation,2016
carried out numerous experiments,Experiments,2016
searched for potential sponsors,Fundraising,2016
written articles on synthetic biology,Documentation,2016
carried out mini-prep isolation,Experiments,2016
carried out restriction digests,Experiments,2016
carried out ligation,Experiments,2016
carried out purification,Experiments,2016
created art for the wiki,Documentation,2016
created art for the wiki,Creative Contributions,2016
involved in experiments,Experiments,2016
researched various topics,Design,2016
helped out in the lab,Experiments,2016
carried out experiments,Experiments,2016
wrote biographies,Documentation,2016
organized the project,Administration,2016
coordinated the project,Administration,2016
taught synthetic biology,Training,2016
went to jamboree,Other,2016
taught basic techniques,Training,2016
discussed cloning strategies,Design,2016
taught molecular biology techniques,Training,2016
discussed project,Design,2016
advised on cloning strategies,Supervision,2016
taught experimental techniques,Training,2016
taught safety procedures,Safety,2016
taught safety procedures,Training,2016
taught microbiological techniques,Training,2016
discussed methods for working with synechocystis pcc6803,Design,2016
tested samples,Experiments,2016
provided e. coli glycerol stock,Material Supply,2016
consulted for hse,Safety,2016
allowed lab work over the summer,Material Supply,2016
worked on the wiki,Documentation,2016
created charcoal drawings for the wiki,Documentation,2016
created charcoal drawings for the wiki,Creative Contributions,2016
helped with the wiki,Documentation,2016
helped print poster,Creative Contributions,2016
researched human practices aspects,Human Practices,2016
edited articles for their newspaper,Public Engagement,2016
supported the team's working schedules,Administration,2016
made cryptogerm art,Creative Contributions,2016
made logo,Creative Contributions,2016
original design for logo,Creative Contributions,2016
teamwork icon,Creative Contributions,2016
connection icon,Creative Contributions,2016
software engineering icon,Creative Contributions,2016
idea settings icon,Creative Contributions,2016
toolbox icon,Creative Contributions,2016
dna icon,Creative Contributions,2016
scissors icon,Creative Contributions,2016
petri icon,Creative Contributions,2016
check mark icon,Other,2016
erlenmeyer flask icon,Experiments,2016
up icon,Other,2016
plus and minus icons,Analysis,2016
plus and minus icons,Modelling,2016
safety goggle icon,Safety,2016
lab coat icon,Experiments,2016
forbidden food icon,Safety,2016
hand washing icon,Safety,2016
checked icon,Other,2016
editing videos,Documentation,2016
igem giant jamboree photos,Creative Contributions,2016
modelling,Modelling,2016
modelling help,Modelling,2016
modelling help,Supervision,2016
built software & wiki,Software,2016
built software & wiki,Documentation,2016
built software & wiki help,Software,2016
built software & wiki help,Documentation,2016
built software & wiki help,Supervision,2016
aes in javascript,Software,2016
crc16-ccitt in javascript,Software,2016
feedback on modelling,Modelling,2016
feedback on modelling,Supervision,2016
inspiration for modelling,Modelling,2016
managed human practices,Human Practices,2016
help in human practices,Human Practices,2016
cbrn safety and security advice,Safety,2016
comments on project development,Supervision,2016
facilities and interview,Material Supply,2016
gmo regulations orientation,Safety,2016
survey feedback,Human Practices,2016
working in lab,Experiments,2016
supplied spirofloxacin,Material Supply,2016
chemical expertise,Experiments,2016
feedback,Supervision,2016
equipment help,Material Supply,2016
bacillus subtilis tips,Supervision,2016
plate reader introduction,Training,2016
facs data analysis introduction,Training,2016
facs data analysis introduction,Analysis,2016
rescued spores,Experiments,2016
contributions to the project,Other,2016
moral support,Supervision,2016
supervised ilona's internship,Supervision,2016
spiritual support,Other,2016
inspiration,Other,2016
presentation coaching,Training,2016
support,Supervision,2016
audio and video support,Documentation,2016
chairwoman,Administration,2016
keep the team happy,Other,2016
make sure there are always cookies around,Other,2016
running in the mud,Other,2016
popcorn cook,Other,2016
knit my own socks,Other,2016
in charge of our educational work,Human Practices,2016
coordinating public relations,Public Engagement,2016
"chill inside with a good book, some wine and my cat",Other,2016
go skating,Other,2016
play volleyball,Other,2016
lab manager,Administration,2016
obtaining lab equipment and materials,Material Supply,2016
helping plan the labwork,Administration,2016
ensuring biological safety,Safety,2016
proofreading emails,Documentation,2016
writing assignments,Documentation,2016
contacting potential sponsors,Fundraising,2016
helping with the artwork,Creative Contributions,2016
taking photos,Creative Contributions,2016
doing stuff in my garden,Other,2016
go on hiking trips,Other,2016
centered around the wet lab,Experiments,2016
cooking with friends,Other,2016
in charge of the travel to boston,Administration,2016
part of the human practices,Human Practices,2016
playing with numbers and computers,Modelling,2016
playing with numbers and computers,Software,2016
compute the mathematical models,Modelling,2016
playing chess,Other,2016
make some noise with my electric guitars,Other,2016
go out jogging when it rains,Other,2016
sponsorship manager,Fundraising,2016
convince companies and institutes to support our project,Fundraising,2016
climbing rocks,Other,2016
cooking dinner with my friends,Other,2016
make sure that everything in the lab is going smoothly,Administration,2016
vice-chair,Administration,2016
made pretty much all of the drawn images on the wiki,Documentation,2016
made pretty much all of the drawn images on the wiki,Creative Contributions,2016
in charge of the design of the poster,Creative Contributions,2016
playing beach volleyball,Other,2016
dancing,Other,2016
trick random birds and forest animals into becoming my pets,Other,2016
secretary,Administration,2016
make notes during the meetings,Administration,2016
watching cute animal video's on the internet,Other,2016
reading,Other,2016
lab rat in igem,Experiments,2016
doing some molecular dynamics and computational analysis,Modelling,2016
doing some molecular dynamics and computational analysis,Analysis,2016
treasurer,Administration,2016
help obtaining sponsors,Fundraising,2016
take my bike out for a spin,Other,2016
like a bbq and hanging out with friends,Other,2016
data management and the wiki,Documentation,2016
responsible for the software part of our project,Software,2016
play video games,Other,2016
programming,Software,2016
helped in collaboration with igem copenhagen by growing cyanobacteria and bacillus,Collaboration,2016
helped in collaboration with igem copenhagen by growing cyanobacteria and bacillus,Experiments,2016
thinking of new ideas for the experiment,Design,2016
helped in rna-sequencing analysis,Analysis,2016
counted on for lab equipment and other lab related issues,Material Supply,2016
enabled obtaining the right dechloromonas strain,Material Supply,2016
instruction on and use of microscopy facilities,Training,2016
"provided lab space, lab equipment and scientific advice",Material Supply,2016
"provided lab space, lab equipment and scientific advice",Supervision,2016
provided lab equipment and prepared media,Material Supply,2016
endorsements through video clips,Public Engagement,2016
made photo-comics to promote project,Public Engagement,2016
made photo-comics to promote project,Creative Contributions,2016
helped launch crowdfunding campaign,Fundraising,2016
made animation for movies and presentations,Creative Contributions,2016
provided network for industry contacts,Entrepreneurship,2016
provided contacts in leiden bio science park,Entrepreneurship,2016
facilitated collaboration with airbus defence & space netherlands,Collaboration,2016
supported pr strategies and provided contacts,Public Engagement,2016
facilitated contact with the european space agency,Collaboration,2016
aided in contact with local governmental organisations,Human Practices,2016
help in creation of digital martian garden,Software,2016
help in creation of digital martian garden,Design,2016
provided photos for website,Documentation,2016
helped spread the word about project,Public Engagement,2016
supplied bacterial strains for bioart,Material Supply,2016
help in composing twist bioscience blog,Documentation,2016
help in composing twist bioscience blog,Public Engagement,2016
"guidance, expert knowledge, and advice",Supervision,2016
guidance and advice,Supervision,2016
helped throughout the summer,Supervision,2016
helped throughout the summer,Administration,2016
laboratory work,Experiments,2016
lab safety manager,Safety,2016
crowdfunding,Fundraising,2016
collaborations,Collaboration,2016
interlab study,Interlab,2016
outreach & media,Public Engagement,2016
finances,Fundraising,2016
bioreactor,Hardware,2016
statistics,Analysis,2016
posters & multimedia,Creative Contributions,2016
presentations,Creative Contributions,2016
wiki building,Documentation,2016
safety manager,Safety,2016
principal investigator,Supervision,2016
get closer to biology through iGEM,Human Practices,2016
participating in biology competition,Other,2016
cooperating with others in bio-engineering through igem,Collaboration,2016
chief editor of web page,Documentation,2016
challenging knowledge about chemistry and biology,Design,2016
role in international business division,Entrepreneurship,2016
playing an important role in publication,Documentation,2016
administrator of the experiment part,Administration,2016
writing the description of the experiment,Documentation,2016
propagandizing the harm of pesticides by establishing a website,Public Engagement,2016
leader,Supervision,2016
lab work,Experiments,2016
modeling,Modelling,2016
human practice,Human Practices,2016
design work,Design,2016
wiki,Documentation,2016
participated in nearly all parts of this project,Design,2016
participated in nearly all parts of this project,Experiments,2016
participated in nearly all parts of this project,Documentation,2016
participated in nearly all parts of this project,Modelling,2016
participated in nearly all parts of this project,Analysis,2016
participated in nearly all parts of this project,Parts,2016
participated in nearly all parts of this project,Safety,2016
participated in nearly all parts of this project,Entrepreneurship,2016
participated in nearly all parts of this project,Hardware,2016
participated in nearly all parts of this project,Software,2016
participated in nearly all parts of this project,Human Practices,2016
participated in nearly all parts of this project,Public Engagement,2016
participated in nearly all parts of this project,Collaboration,2016
participated in nearly all parts of this project,Fundraising,2016
participated in nearly all parts of this project,Creative Contributions,2016
participated in nearly all parts of this project,Administration,2016
participated in nearly all parts of this project,Material Supply,2016
participated in nearly all parts of this project,Supervision,2016
participated in nearly all parts of this project,Training,2016
mainly involved in lab work,Experiments,2016
responsible for lab work,Experiments,2016
modeling,Modelling,2016
human practices,Human Practices,2016
mainly responsible for lab work,Experiments,2016
human practice,Human Practices,2016
writing during wiki construction,Documentation,2016
responsible for the modelling part,Modelling,2016
participated in wiki construction,Documentation,2016
designed our cute logo,Creative Contributions,2016
responsible for arts,Creative Contributions,2016
did all the programming for wiki construction,Software,2016
did many lab work during the project,Experiments,2016
did lab work,Experiments,2016
wiki construction,Documentation,2016
mainly responsible for wiki construction,Documentation,2016
mainly responsible for human practices,Human Practices,2016
responsible for human practices,Human Practices,2016
involved in lab work,Experiments,2016
responsible for modeling,Modelling,2016
responsible for human practice,Human Practices,2016
responsible for writing during wiki construction,Documentation,2016
responsible for modelling,Modelling,2016
