Activity,Matching,year
designed and distributed flyer,Public Engagement,2015
designed and distributed flyer,Creative Contributions,2015
demonstrations of dna extraction experiments,Experiments,2015
demonstrations of dna extraction experiments,Public Engagement,2015
went to several discussions,Human Practices,2015
research and lab work as part of the molecular biology team,Experiments,2015
research and lab work as part of the molecular biology team,Design,2015
organising the travel,Administration,2015
securing sponsorships,Fundraising,2015
maintaining supplies for the lab,Material Supply,2015
general budgeting,Administration,2015
human practices,Human Practices,2015
dry lab research sessions,Analysis,2015
wet lab team,Experiments,2015
helped analyse the phosphate assay team,Analysis,2015
coding on our wiki page,Documentation,2015
coding on our wiki page,Software,2015
dry and wet lab aspects,Experiments,2015
dry and wet lab aspects,Analysis,2015
outreach activities,Public Engagement,2015
managing the team's social media accounts,Public Engagement,2015
team collaborations,Collaboration,2015
molecular biology team,Experiments,2015
mini-prepping plasmids,Experiments,2015
nanodropping samples,Experiments,2015
running gels,Experiments,2015
uploading content to the wiki,Documentation,2015
designing the poster,Creative Contributions,2015
animations in our presentation,Creative Contributions,2015
drawings on the registry,Documentation,2015
drawings on the registry,Creative Contributions,2015
social media,Public Engagement,2015
imaging of phosphate,Experiments,2015
imaging of phosphate,Analysis,2015
troubleshoot many lab problems,Experiments,2015
providing much needed advice on various protocols,Supervision,2015
gave feedback on our presentation,Supervision,2015
contributed considerably to the outreach aspect of our project,Public Engagement,2015
developing a youtube video,Public Engagement,2015
developing a youtube video,Creative Contributions,2015
guidance,Supervision,2015
motivation for this project,Design,2016
guidance,Supervision,2016
functional architecture,Design,2016
functional architecture,Modelling,2016
wet lab,Experiments,2016
compatibility,Design,2016
compatibility,Modelling,2016
expression guide,Documentation,2016
expression guide,Experiments,2016
organizing,Administration,2016
questioning,Human Practices,2016
questioning,Analysis,2016
chastising,Supervision,2016
coordinating,Administration,2016
motivation for this project,Design,2016
guidance,Supervision,2016
functional architecture,Design,2016
functional architecture,Modelling,2016
wet lab,Experiments,2016
compatibility,Design,2016
compatibility,Modelling,2016
expression guide,Documentation,2016
expression guide,Experiments,2016
organizing,Administration,2016
questioning,Human Practices,2016
questioning,Analysis,2016
chastising,Supervision,2016
coordinating,Administration,2016
explaining,Public Engagement,2016
explaining,Training,2016
explaining,Human Practices,2016
teaching,Training,2016
research,Design,2016
experimental design,Design,2016
wiki,Documentation,2016
resarch,Design,2016
badgering sponsors and collaborators,Fundraising,2016
badgering sponsors and collaborators,Collaboration,2016
help in lab,Experiments,2016
help in lab,Supervision,2016
carried out numerous experiments,Experiments,2016
searched high and low for potential sponsors,Fundraising,2016
written a couple of articles,Documentation,2016
experiments,Experiments,2016
experiments,Experiments,2016
folding of primers,Experiments,2016
write an article,Documentation,2016
writing biographies,Documentation,2016
carries out mini-prep isolation,Experiments,2016
restriction digests,Experiments,2016
ligation,Experiments,2016
purification,Experiments,2016
head of human practices,Human Practices,2016
written several articles and pamphlets,Documentation,2016
written several articles and pamphlets,Public Engagement,2016
art on this wiki,Documentation,2016
art on this wiki,Creative Contributions,2016
lab,Experiments,2016
chairwoman of this year’s igem team groningen,Administration,2016
treasurer,Fundraising,2016
obtaining sponsors,Fundraising,2016
modelling in cryptogerm,Modelling,2016
compute the mathematical models,Modelling,2016
artwork,Creative Contributions,2016
logo,Creative Contributions,2016
lab manager,Administration,2016
obtaining lab equipment and materials,Material Supply,2016
helping plan the labwork,Administration,2016
ensuring biological safety,Safety,2016
proofreading emails and writing assignments,Documentation,2016
contacting potential sponsors,Fundraising,2016
helping with the artwork,Creative Contributions,2016
software,Software,2016
human practices,Human Practices,2016
safety,Safety,2016
in charge of the travel,Administration,2016
cryptogerm art,Creative Contributions,2016
vice-chair,Administration,2016
drawn images on the wiki,Documentation,2016
drawn images on the wiki,Creative Contributions,2016
lab manager,Administration,2016
lab manager,Material Supply,2016
data management,Analysis,2016
wet lab,Experiments,2016
secretary,Administration,2016
make notes,Documentation,2016
safety,Safety,2016
in charge of the travel,Administration,2016
cryptogerm art,Creative Contributions,2016
vice-chair,Administration,2016
drawn images on the wiki,Documentation,2016
drawn images on the wiki,Creative Contributions,2016
lab manager,Administration,2016
lab manager,Material Supply,2016
data management,Analysis,2016
wet lab,Experiments,2016
secretary,Administration,2016
make notes,Documentation,2016
logo design,Creative Contributions,2016
sponsorship manager,Fundraising,2016
educational work,Training,2016
coordinating public relations,Public Engagement,2016
support,Supervision,2016
expert knowledge,Supervision,2016
invaluable advice,Supervision,2016
exceptional patience,Supervision,2016
secondary pi,Supervision,2016
laboratory work,Experiments,2016
team manager,Administration,2016
outreach & media,Public Engagement,2016
bioreactor,Hardware,2016
societal outreach manager,Human Practices,2016
wiki building,Documentation,2016
presentations,Creative Contributions,2016
finances,Fundraising,2016
crowdfunding,Fundraising,2016
modelling manager,Modelling,2016
wiki builder,Documentation,2016
fundraising manager,Fundraising,2016
collaborations,Collaboration,2016
interlab study,Interlab,2016
lab safety,Safety,2016
safety manager,Safety,2016
posters & multimedia,Creative Contributions,2016
head of pr,Public Engagement,2016
statistics,Analysis,2016
statistician,Analysis,2016
science manager,Supervision,2016
science manager,Administration,2016
lab manager,Administration,2016
wiki content manager,Documentation,2016
crowdfunding manager,Fundraising,2016
treasurer,Fundraising,2016
helped us tirelessly,Supervision,2016
mentoring,Training,2016
supervision,Supervision,2016
provided space for us to do experiments,Material Supply,2016
helped us to settle down ideas of our project,Design,2016
leader,Administration,2016
lab work,Experiments,2016
human practice,Human Practices,2016
modelling,Modelling,2016
wiki,Documentation,2016
design work,Design,2016
provided us with facilities lab materials and reagents,Material Supply,2016
instructions and supervisions,Supervision,2016
purchasing laboratory supplies,Material Supply,2016
providing cloning and characterisation advice,Supervision,2016
providing cloning and characterisation advice,Parts,2016
hosting the riot sensor team,Collaboration,2016
microplate reader experiments at syncti,Experiments,2016
permission to use the nissle 1917 ∆alr ∆dadx strain developed by his lab,Material Supply,2016
hosting the riot responder team at his lab,Collaboration,2016
administrative support,Administration,2016
hosting the riot invader team for invasion assays,Collaboration,2016
team leader,Administration,2016
oversaw all subprojects,Supervision,2016
responsible for reading literature for the biological aspects of the riot model,Design,2016
helped with experiments for the riot invader,Experiments,2016
in charge of collecting microplate reader data for the riot responder and the riot invader,Experiments,2016
in charge of collecting microplate reader data for the riot responder and the riot invader,Analysis,2016
worked on the riot sensor,Hardware,2016
part of the team that sourced for sponsors,Fundraising,2016
in charge of analysing data from our survey for our business plan,Analysis,2016
in charge of analysing data from our survey for our business plan,Entrepreneurship,2016
in charge of the coding of our wiki,Software,2016
in charge of the coding of our wiki,Documentation,2016
worked on the riot responder,Hardware,2016
part of the administrative team,Administration,2016
responsible for communicating our business plan to others,Entrepreneurship,2016
responsible for communicating our business plan to others,Public Engagement,2016
was part of the team that sourced for sponsors,Fundraising,2016
worked on the riot invader,Hardware,2016
in charge of the design of our wiki,Documentation,2016
in charge of the design of our wiki,Creative Contributions,2016
team t-shirt design,Creative Contributions,2016
in charge of crafting and running the riot model,Modelling,2016
the main corresponder for our modelling collaborations,Collaboration,2016
the main corresponder for our modelling collaborations,Modelling,2016
assistance in the development and characterisation of the riot sensor,Experiments,2016
assistance in the development and characterisation of the riot sensor,Parts,2016
igem-specific guidance,Supervision,2016
making appropriate arrangements for our experiments at the chang lab,Administration,2016
making appropriate arrangements for our experiments at the chang lab,Material Supply,2016
project coordination,Administration,2016
advisors,Supervision,2016
project coordinator,Administration,2016
project coordination,Administration,2016
responsible for the concept and execution of trainings and seminars,Training,2016
support the project design,Design,2016
team colicin and orthogonal pair,Other,2016
lab work,Experiments,2016
team wiki,Documentation,2016
modelling,Modelling,2016
team reporter,Documentation,2016
team minicolicin,Other,2016
team metabolic burden,Other,2016
team chemical synthesis,Experiments,2016
scientific presenting,Public Engagement,2016
scientific presenting,Creative Contributions,2016
webdesign,Documentation,2016
webdesign,Software,2016
finances,Fundraising,2016
pr,Public Engagement,2016
organisation in the team,Administration,2016
team robotics,Hardware,2016
gave feedback,Supervision,2017
lab work,Experiments,2017
experimental design,Design,2017
and modelling,Modelling,2017
gave us lab space,Material Supply,2017
gave feedback on human practices,Supervision,2017
gave feedback on human practices,Human Practices,2017
ideas of presenting the project,Creative Contributions,2017
facilitate discussions within the team particularly regarding human practices,Human Practices,2017
facilitate discussions within the team particularly regarding human practices,Administration,2017
gave our team more information to improve experimental design and strategy,Supervision,2017
gave our team more information to improve experimental design and strategy,Design,2017
provided us invaluable advice on preparing for the presentation,Supervision,2017
provided us invaluable advice on preparing for the presentation,Creative Contributions,2017
dry lab,Analysis,2017
modelling,Modelling,2017
design of the overall project and experimental procedures,Design,2017
design of the overall project and experimental procedures,Experiments,2017
contributed by designing some ordered dna,Design,2017
contributed by designing some ordered dna,Parts,2017
helped the team work and troubleshoot in the wet lab,Experiments,2017
helped the team work and troubleshoot in the wet lab,Training,2017
wet lab,Experiments,2017
involved with effectively all biological experiments,Experiments,2017
creating the recombinase target sites,Experiments,2017
creating the recombinase target sites,Parts,2017
purifying protein to aid with modelling,Experiments,2017
purifying protein to aid with modelling,Modelling,2017
helped raise funding for the team,Fundraising,2017
contributed to our public outreach,Public Engagement,2017
develop the oligo designer software,Software,2017
instrumental in creating the wiki,Documentation,2017
wet lab for biology,Experiments,2017
built the microfluidic device,Hardware,2017
helped design this device,Design,2017
contributed to the teams research for human practices,Human Practices,2017
modelling of the project,Modelling,2017
developing the software,Software,2017
helped develop the model,Modelling,2017
helped develop certain aspects of the wiki.,Documentation,2017
human practices expert,Human Practices,2017
data collection,Experiments,2017
data collection,Analysis,2017
analysing all of the data and drawing conclusions,Analysis,2017
helped the team in the biology wet lab,Experiments,2017
helping clone our constructs and transform and screen our cells,Experiments,2017
designing most of our primers oligos and assembly methods,Design,2017
designing most of our primers oligos and assembly methods,Parts,2017
conceived of various experimental plans,Design,2017
contributed significantly to work in wet lab,Experiments,2017
verification of recombinase target sites and recombinases,Experiments,2017
verification of recombinase target sites and recombinases,Analysis,2017
helped the team work on human practices,Human Practices,2017
helped brainstorm ideas for the project,Design,2017
catalogued parts,Parts,2017
contributed to wet lab work,Experiments,2017
focusing on the randomiser construct,Design,2017
wet lab experts,Experiments,2017
made sure everything stayed organised within the lab,Administration,2017
materials required and the work schedule of each team member,Administration,2017
materials required and the work schedule of each team member,Material Supply,2017
performing hundreds of experiments,Experiments,2017
helped design and build the microfluidic device,Design,2017
helped design and build the microfluidic device,Hardware,2017
helped design our scoring system and analyses for human practices,Design,2017
helped design our scoring system and analyses for human practices,Human Practices,2017
helped design our scoring system and analyses for human practices,Analysis,2017
he helped design the wiki and all material released on behalf of the team,Design,2017
he helped design the wiki and all material released on behalf of the team,Documentation,2017
expended knowledge about gene engineering to us,Training,2017
suggestions to improve our experiment,Supervision,2017
supervisor,Supervision,2017
classes on molecular biology and synthetic biology,Training,2017
introduction on virology and bacteriology,Training,2017
provided them with aedes albopictus eggs,Material Supply,2017
taught them how to raise mosquito larvae,Training,2017
supervised the whole project,Supervision,2017
advises and suggestions,Supervision,2017
advisor,Supervision,2017
conducted safety training,Safety,2017
conducted safety training,Training,2017
lab regulation,Safety,2017
lab regulation,Administration,2017
in charge of the apparatus,Hardware,2017
helped us to do some preparations for experiences,Experiments,2017
helped us to do some preparations for experiences,Supervision,2017
monitor us to ensure our safety,Safety,2017
monitor us to ensure our safety,Supervision,2017
connecting other team,Collaboration,2017
bringing about collaboration,Collaboration,2017
authors of experiment and principal part in wiki,Experiments,2017
authors of experiment and principal part in wiki,Documentation,2017
authors of experiment and principal part in wiki,Parts,2017
presentation,Public Engagement,2017
presentation,Creative Contributions,2017
poster,Documentation,2017
poster,Creative Contributions,2017
designer of the logo,Creative Contributions,2017
helper in laboratory,Experiments,2017
preparing the gel,Experiments,2017
main designer of the group poster,Documentation,2017
main designer of the group poster,Creative Contributions,2017
presentation powerpoint,Documentation,2017
presentation powerpoint,Creative Contributions,2017
in charge of the bacteria part,Parts,2017
designer of human practice’s content,Human Practices,2017
designer of human practice’s content,Documentation,2017
brainstorm with his teammates,Design,2017
provides a lot of good idea,Design,2017
recording and the experience photographing,Documentation,2017
member in the human practice,Human Practices,2017
responsible for propagandizing the project and the product,Public Engagement,2017
the directors of the promotional video,Creative Contributions,2017
providing suggestions for video shooting,Creative Contributions,2017
involved in the experiment,Experiments,2017
experiments in the lab,Experiments,2017
find places for the video shooting,Creative Contributions,2017
participate in the short film,Creative Contributions,2017
responsible for all the human practices and public engagement activities,Human Practices,2017
responsible for all the human practices and public engagement activities,Public Engagement,2017
participated in the lab work,Experiments,2017
wiki design,Documentation,2017
doing experiment,Experiments,2017
social promotion activities,Public Engagement,2017
in charge of the entrepreneurship part,Entrepreneurship,2017
poster presentation,Public Engagement,2017
poster presentation,Creative Contributions,2017
participated in the experiments,Experiments,2017
did the genomic dna extraction of bacteria,Experiments,2017
constructed genomic dna into expression vector,Experiments,2017
constructed genomic dna into expression vector,Parts,2017
transform of the vector,Experiments,2017
responsible for the experiment data record,Documentation,2017
picture collection,Documentation,2017
picture collection,Creative Contributions,2017
conclusion for improvement,Analysis,2017
suggestions of the experiment,Supervision,2017
suggestions of the experiment,Collaboration,2017
involved in the lab experiments,Experiments,2017
responsible for the wiki attribution part,Documentation,2017
member of human practice projects,Human Practices,2017
helped to make the plan of our product,Design,2017
helped to make the plan of our product,Entrepreneurship,2017
responsible for the advertisements of the product,Public Engagement,2017
responsible for the advertisements of the product,Entrepreneurship,2017
transform of the vector,Experiments,2017
responsible for the experiment data record,Documentation,2017
picture collection,Documentation,2017
picture collection,Creative Contributions,2017
conclusion for improvement,Analysis,2017
suggestions of the experiment,Supervision,2017
suggestions of the experiment,Collaboration,2017
involved in the lab experiments,Experiments,2017
responsible for the wiki attribution part,Documentation,2017
member of human practice projects,Human Practices,2017
helped to make the plan of our product,Design,2017
helped to make the plan of our product,Entrepreneurship,2017
responsible for the advertisements of the product,Public Engagement,2017
responsible for the advertisements of the product,Entrepreneurship,2017
managed the sale of the product,Entrepreneurship,2017
deal with several feedback from the customers,Human Practices,2017
involved the experiment,Experiments,2017
video making,Creative Contributions,2017
video making,Public Engagement,2017
wrote a final paper to summarize the result of the survey,Documentation,2017
analyzed the market position for the product pestijelly,Entrepreneurship,2017
analyzed the market position for the product pestijelly,Analysis,2017
set a business plan to popularize the product,Entrepreneurship,2017
attributed to speech draft of business plan,Entrepreneurship,2017
attributed to speech draft of business plan,Creative Contributions,2017
took part in the experiment of engineering,Experiments,2017
responsible for the experimental data collection,Experiments,2017
responsible for the experimental data collection,Analysis,2017
translate the daily reporter,Documentation,2017
assistance of the daily reporter,Documentation,2017
came up with the idea of killing mosquitoes using bacterial protein,Design,2017
responsible for introducing the design of the experiment in presentation,Public Engagement,2017
responsible for introducing the design of the experiment in presentation,Design,2017
responsible for the business plan of our product,Entrepreneurship,2017
helped build the wiki,Documentation,2017
maked wonderful ppt,Creative Contributions,2017
maked wonderful ppt,Public Engagement,2017
gave us some lessons about synthetic biology and experimental course,Training,2017
he helped training the students in experimental operation skills,Training,2017
instructed us to design our project,Supervision,2017
instructed us to design our project,Design,2017
gave advices on team wiki,Supervision,2017
gave advices on team wiki,Documentation,2017
help students finish their wiki and poster,Supervision,2017
help students finish their wiki and poster,Documentation,2017
help students finish their wiki and poster,Creative Contributions,2017
directing students to design their project,Supervision,2017
directing students to design their project,Design,2017
helped the us to design,Supervision,2017
helped the us to design,Design,2017
finish our molecular biology experiment,Experiments,2017
personnel management,Administration,2017
experimental development,Experiments,2017
instruction on experiments,Training,2017
instruction on experiments,Experiments,2017
imparted knowledge of bioscience,Training,2017
chief advisor for presentation,Supervision,2017
chief advisor for presentation,Creative Contributions,2017
suggestions on how to present a project,Public Engagement,2017
suggestions on how to present a project,Creative Contributions,2017
how to make all kinds of graphs to demonstrate our work,Documentation,2017
how to make all kinds of graphs to demonstrate our work,Analysis,2017
gave us some advices on modeling,Supervision,2017
gave us some advices on modeling,Modelling,2017
advisor,Supervision,2017
in charge of the instruction of team project and experiment design,Supervision,2017
in charge of the instruction of team project and experiment design,Design,2017
in charge of the instruction of team project and experiment design,Training,2017
provides field for experiment and activating,Material Supply,2017
gives us many precious suggestion,Supervision,2017
advisor in modeling,Supervision,2017
advisor in modeling,Modelling,2017
charge of the management planning,Administration,2017
modelling,Modelling,2017
human practices,Human Practices,2017
wet lab work,Experiments,2017
member of experiment group,Experiments,2017
helping construct plasmid vector with new features,Experiments,2017
helping construct plasmid vector with new features,Parts,2017
preparing and submitting parts,Parts,2017
wiki and poster,Documentation,2017
wiki and poster,Creative Contributions,2017
member of the modeling part,Modelling,2017
member of experimental group,Experiments,2017
in charge of building standard bioobricks,Parts,2017
member of our group for the capture part,Other,2017
supported us in the management of our team,Administration,2017
managing the team,Administration,2017
instructing team members to design and implement the project,Supervision,2017
instructing team members to design and implement the project,Design,2017
contacting with professors and seniors,Collaboration,2017
finding labs,Material Supply,2017
supervising the progress of all the project,Supervision,2017
theoretical experimental group,Design,2017
theoretical experimental group,Experiments,2017
constructing the project theory,Design,2017
experiments,Experiments,2017
holding the public activity,Public Engagement,2017
investigation,Design,2017
investigation,Analysis,2017
social research group,Human Practices,2017
theoretical experimental group,Design,2017
theoretical experimental group,Analysis,2017
human practice,Human Practices,2017
publicity,Public Engagement,2017
pulling sponsorship,Fundraising,2017
presents us in front of the public,Public Engagement,2017
logo,Creative Contributions,2017
website design,Documentation,2017
ppt templates,Creative Contributions,2017
badge,Creative Contributions,2017
uniforms,Creative Contributions,2017
decorated our wiki,Documentation,2017
decorated our wiki,Creative Contributions,2017
designing & coding,Design,2017
designing & coding,Software,2017
led us to the world of synthetic biology,Training,2017
gave feedback on all parts of project,Supervision,2018
lab work,Experiments,2018
experimental design,Design,2018
allowed to use lab space,Material Supply,2018
supervised us throughout all the project,Supervision,2018
advised on human practises,Human Practices,2018
advised on human practises,Supervision,2018
lab supervisor,Supervision,2018
gave feedback for all parts of the project,Supervision,2018
trained us to use lab equipment,Training,2018
help troubleshoot when things went wrong,Supervision,2018
looked after us,Other,2018
2nd lock in our triple lock system - semantic containment,Safety,2018
2nd lock in our triple lock system - semantic containment,Design,2018
mathematical modelling,Modelling,2018
building wiki,Documentation,2018
dna degradation switch,Design,2018
dna degradation switch,Experiments,2018
desgined and assembled all micc constructs,Design,2018
desgined and assembled all micc constructs,Experiments,2018
desgined and assembled all micc constructs,Parts,2018
presented our team at igem uk meetup,Public Engagement,2018
