team,matching,year
UTSC-Software,USTC-Software,2017
ShanghaiTech,Shanghaitech,2017
The 5th iGEM Asia-Pacific Conference,other,2017
Alberta iGEM teams,UAlberta,2017
UCalgary,Calgary,2017
Hefei University of Technology,Hefei,2017
Greece iGEM Team,Greece,2017
University of Friedberg,other,2017
Team INSA-UPS France,INSA-UPS_France,2017
Team Franconia Germany,Franconia,2017
Chung Shan Medical University (CSMU NCHU Taiwan),CSMU_NCHU_Taiwan,2017
Chang Gung University (CGU Taiwan),CGU_Taiwan,2017
Asia iGEM teams,other,2017
Taiwan university teams,other,2017
Chang Gung University,CGU_Taiwan,2017
Z_Hangzhou,HFLS_H2Z_Hangzhou,2017
SCUT-China A,SCUT-China_A,2017
CUNY Kingsborough,CUNY_Kingsborough,2018
Texas Tech,Lubbock_TTU,2018
Ryan Bailey,other,2018
Hong Kong HKU,Hong_Kong_HKU,2018
NTNU Trondheim,NTNU_Trondheim,2018
JMU Wuerzburg,JMU_Wuerzburg,2018
ShanghaiTech University,ShanghaiTech,2018
UNSW 2018 iGEM Team,UNSW_Australia,2018
iGEM Paris - Bettencourt Team,Paris_Bettencourt,2018
iGEM Bulgaria,Bulgaria,2018
iGEM Dusseldorf,Duesseldorf,2018
iGEM Montpellier 2018,Montpellier,2018
UNAMBG iGEM 2018,Bilkent-UNAMBG,2018
USP Brazil,USP-Brazil,2018
HD Resolution,other,2018
Tec de Monterrey_Gdl,TecMonterrey_GDL,2018
Columbia University,ColumbiaNYC,2018
Arbor Biosciences,other,2018
GIFU iGEM,Gifu,2018
Beijing Institute of Technology,BIT,2018
Beijing Normal University,BNDS_CHINA,2018
Zhejiang University,ZJU-China,2018
Chinese University of Hong Kong,Hong_Kong-CUHK,2018
iGEM Göttingen,Goettingen,2018
iGEM IIT Madras,IIT-Madras,2018
iGEM Thessaloniki,Thessaloniki,2018
LASA high school,Austin_LASA,2018
Brandon Palomo,other,2018
Rice University,Rice,2018
Texas Tech University,Lubbock_TTU,2018
Austin LASA,Austin_LASA,2018
CCiC,other,2018
teams in the same track,other,2018
CSU-China,CSU_CHINA,2018
Lambert iGEM,Lambert_GA,2018
Science Sketch: NYU Abu Dhabi,NYU_Abu_Dhabi,2018
Washington University,Washington,2018
IISER Mohali,IISER-Mohali,2018
ECUST China,ECUST,2018
Utrecht iGEM,Utrecht,2018
IGEM Marburg,Marburg,2018
Tec de Monterrey Campus Guadalajara,TecMonterrey_GDL,2018
Team Munich,Munich,2018
Dalhousie iGEM,Dalhousie_Halifax_NS,2018
AHUT China,AHUT_China,2018
iGEM NYU Abu Dhabi,NYU_Abu_Dhabi,2018
LiU iGEM,Linkoping_Sweden,2018
IIT Kanpur 2018,IIT_Kanpur,2018
IIT Madras 2018,IIT-Madras,2018
IISER Bhopal-India 2018,IISER-Bhopal-India,2018
Team Westminster 2018,Westminster_UK,2018
5th CCiC,other,2018
Judges at 5th CCiC,other,2018
other teams at 5th CCiC,other,2018
IIT Kanpur iGEM,IIT_Kanpur,2018
Cornell iGEM,Cornell,2018
W.A.S.D.,other,2018
Vilnius iGEM team,Vilnius-Lithuania,2018
Helsinki,other,2018
Vilnius,Vilnius-Lithuania,2018
Dutch iGEM meetup Leiden,Leiden,2018
Delft,TUDelft,2018
Eindhoven,TU-Eindhoven,2018
Rotterdam,Rotterdam_HR,2018
NJU,NJU-China,2018
OCU-CHINA,other,2018
CCU Taiwan,CCU_Taiwan,2018
University of Copenhagen,UCopenhagen,2018
Linkoping University,Linkoping_Sweden,2018
Ui Oslo,UiOslo_Norway,2018
Aalto Helsinki,Aalto-Helsinki,2018
University of Oslo,other,2018
Copenhagen Technical University,other,2018
ULaVerne Collab,ULaVerne_Collab,2018
UC San Diego,UC_San_Diego,2018
UC Davis,UC_Davis,2018
iGEM Waterloo,Waterloo,2018
Zhejiang University IGEM team,ZJU-China,2018
ZJUT-IGEM,ZJUT-China,2018
Dutch Mini Jamboree,other,2018
Tokyo Tech,Tokyo_Tech,2018
University of Calgary,Calgary,2018
Makerere University,Makerere_University,2018
NCHU,NCHU_Taichung,2018
TecCem,TecCEM,2018
Dusseldorf,Duesseldorf,2018
Sorbonne U Paris,Sorbonne_U_Paris,2018
NYMU-Taipei team,NYMU-Taipei,2018
Asia Pacific Conference,other,2018
NCKU Tainan iGEM Team,NCKU_Tainan,2018
NRC,other,2018
Brazilian Meetup,other,2018
USP-ESALQ,USP-Brazil,2018
Latin America Meet Up hosted by Tec CEM,TecCEM,2018
Tec CEM,TecCEM,2018
WhatsApp group with teams from Brazil  Chile  Ecuador  and México,other,2018
IISER Bhopal,IISER-Bhopal-India,2018
AFCM,AFCM-Egypt,2018
UNESP Brazil,Unesp_Brazil,2018
WASHINGTON,Washington,2018
Tust China,TUST_China,2018
DUSSELDORF,Duesseldorf,2018
GRONINGEN,Groningen,2018
DALHOUSIE,Dalhousie_Halifax_NS,2018
LEIDEN,Leiden,2018
UFLORIDA,UFlorida,2018
TartuTUIT_IGEM,Tartu_TUIT,2018
Toulouse NSA,other,2018
REC Chennai,REC-CHENNAI,2018
CPU China,CPU_CHINA,2018
Linkoping Sweden,Linkoping_Sweden,2018
VIT,VIT_Vellore,2018
Promega,other,2018
5 undergraduate iGEM Teams in Japan,other,2018
Tokyo-Tech,Tokyo_Tech,2018
Bielefeld University,Bielefeld-CeBiTec,2018
IIT Madras,IIT-Madras,2018
NYU Abu Dhabi,NYU_Abu_Dhabi,2018
TU Eindhoven,TU-Eindhoven,2018
teams and professors at NCHU,NCHU_Taichung,2018
teams from Taipei,other,2018
iGEMers at CCiC,other,2018
Shanghai_tech,ShanghaiTech,2018
Dr.Zhang Haoqian from Langene technology company,other,2018
2019 CCiC Conference,other,2018
iGEM Lund,Lund,2018
iGEM Uppsala,Uppsala,2018
iGEM USP-EEL-Brazil,USP-EEL-Brazil,2018
iGEM Warwick,Warwick,2018
iGEM_BIT,BIT,2018
iGEM Tianjin,Tianjin,2018
LZU_China,LZU-CHINA,2018
Meagan Lizarazo,other,2018
safety poetry contest,other,2018
Jakob from Bielefeld team,Bielefeld-CeBiTec,2018
Grigorios from Thessaloniki,Thessaloniki,2018
Imperial College,Imperial_College,2018
University of Pittsburgh,Pittsburgh,2018
UVirginia,Virginia,2018
University of Virginia,Virginia,2018
University of Saint Andrew’s,St_Andrews,2018
DTU Biobrick Tutorial,DTU-Denmark,2018
Nordic iGEM Conference,other,2018
University of Waterloo,Waterloo,2018
Copenhagen,UCopenhagen,2018
Mexico City,other,2018
Monterrey Institute of Technology and Higher Education,Tec-Monterrey,2018
Unesp Brazil,Unesp_Brazil,2018
Amazonas_ Brazil,other,2018
iGEM TEC CEM 2018,TecCEM,2018
IISc Bangalore,IISc-Bangalore,2018
IISc - Bangalore,IISc-Bangalore,2018
Central iGEM,other,2018
iGEM Dalhousie,Dalhousie_Halifax_NS,2018
Chalmers,Chalmers-Gothenburg,2018
iGEM Copenhagen,UCopenhagen,2018
iGEM Chalmers,Chalmers-Gothenburg,2018
iGEM Stockholm,Stockholm,2018
UiOslo,UiOslo_Norway,2018
DTU Biobuilders,DTU-Denmark,2018
WorldShaper-XSHS,Worldshaper-XSHS,2018
college teams,other,2018
iGEM Marburg,Marburg,2018
Will Wright,other,2018
Pieter van Boheemen,other,2018
Maaruthy Yelleswarapu,other,2018
Bob van Sluijs,other,2018
Ecuador's team,Ecuador,2018
BIT iGEM Team,BIT-China,2018
MINGDAO iGEM team,Mingdao,2018
Opentrons,other,2018
Kristin Ellis,other,2018
OUC China,OUC-China,2018
Stony Brook,Stony_Brook,2018
ASIJ Tokyo,ASIJ_Tokyo,2018
Botchan Lab,Botchan_Lab_Tokyo,2018
KAIT Japan,KAIT_JAPAN,2018
