team,matching,year
Virginia team,Virginia,2017
AQA Unesp,AQA_Unesp,2017
PARIS Bettencourt,Paris_Bettencourt,2017
Jérémy,other,2017
Evry,Evry_Paris-Saclay,2017
iGEM Delft,TUDelft,2017
TU Darmstadt,TU_Darmstadt,2017
Building with Biology,other,2017
Taipei-SDS,SDSZ-China,2017
IGEM Tokyo Tech,TokyoTech,2017
KAIT Japan,KAIT_JAPAN,2017
Team KU Leuven,KU_Leuven,2017
College of Life Sciences University of Chinese Academy of Sciences,UCAS,2017
Prof. Jiangyun WANG IBP CAS,other,2017
Prof. Xien-en ZHANG IBP CAS,other,2017
Prof. Dianbing WANG,other,2017
College of Life Sciences UCAS in Institute of Tibetan Plateau Research CAS,UCAS,2017
Peking University Health Science Center,Peking,2017
Beijing National Day School,BNDS_China,2017
Cheng HU,other,2017
Jian HUANG,other,2017
Prof. Pingyong XU,other,2017
Lewis Sandler,other,2017
Prof. Chunbo LOU,other,2017
Wenqi PENG,other,2017
Prof. Zhisheng YU,other,2017
Bluepha Microbe Technology Co.,other,2017
China Aquaculture Website,other,2017
Beijing Shuianyuge Food Company,other,2017
Sturgeon Breeding Technology Engineering Center of the Chinese Academy of Fishery Sciences,other,2017
Yancheng Ocean and Fisheries Bureau,other,2017
Yancheng Chengdong foul water purifying factory,other,2017
Lewis Sandler,other,2017
Prof. Chunbo LOU,other,2017
Wenqi PENG,other,2017
Prof. Zhisheng YU,other,2017
Bluepha Microbe Technology Co.,other,2017
China Aquaculture Website,other,2017
Beijing Shuianyuge Food Company,other,2017
Sturgeon Breeding Technology Engineering Center of the Chinese Academy of Fishery Sciences,other,2017
Yancheng Ocean and Fisheries Bureau,other,2017
Yancheng Chengdong foul water purifying factory,other,2017
Dr. Haoqian ZHANG,other,2017
Leying CHEN,other,2017
Xiaoding LI,other,2017
Xiaohong LIU Ph.D Prof.,other,2017
unspecified team,other,2017
State Key Laboratory of Biotherapy,other,2017
Tu_Darmstadt,TU_Darmstadt,2017
Tu Delft,TUDelft,2017
European Meet Up,other,2017
iGEM Foundation,other,2017
MycroSynth,other,2017
iGEM Franconia,Franconia,2017
other iGEM teams,other,2017
National Chiao Tung University,NCTU_Formosa,2017
National Chang,other,2017
Biosafety Sharing Session,other,2017
HKUST,Hong_Kong_HKUST,2017
CUHK,Hong_Kong_CUHK,2017
UCCKE,Hong_Kong_UCCKE,2017
LPSS,other,2017
MycroSynth,other,2017
iGEM Franconia,Franconia,2017
other iGEM teams,other,2017
National Chiao Tung University,NCTU_Formosa,2017
National Chang,other,2017
Biosafety Sharing Session,other,2017
HKUST,Hong_Kong_HKUST,2017
CUHK,Hong_Kong_CUHK,2017
UCCKE,Hong_Kong_UCCKE,2017
LPSS,other,2017
SUSTech iGEM 2017,SUSTech_Shenzhen,2017
DIYBIO HK,Hong_Kong_HKUST,2017
Dr. Tanner,other,2017
SCAU-CHINA,SCAU-China,2017
teams from Sweden Denmark and Finland,other,2017
five teams globally,other,2017
Fudan University,Fudan,2017
college team,other,2017
East Chapel Hill High school team,East_Chapel_Hill,2017
Peshawar 2017,Peshawar,2017
UNBC 2017,UNBC-Canada,2017
East Chapel Hill 2017,East_Chapel_Hill,2017
igemusp (Brazil),USP-Brazil,2017
British_Columbia IGEM,British_Columbia,2017
Bordeaux team,Bordeaux,2017
REC_CHENNAI,REC-CHENNAI,2017
LUND,Lund,2017
CPU CHINA,CPU_CHINA,2017
NJU_CHINA,NJU-China,2017
University of Waterloo,Waterloo,2017
University of Toronto,Toronto,2017
University of Calgary/Canadian iGEM,Calgary,2017
Chung Cheng University,CCU_Taiwan,2017
TEC-CHIHUAHUA,Tec-Chihuahua,2017
European iGEM teams,other,2017
participating teams,other,2017
DU Dresden,TU_Dresden,2017
Technion Israel,TECHNION-ISRAEL,2017
Michigan Software,Michigan_Software,2017
KU Leuven,KU_Leuven,2017
Tel Hai,Tel-Hai,2017
SMS China,SMS_Shenzhen,2017
iGEM Berlin diagnostX,Berlin_diagnostX,2017
iGEM Bielefeld-CeBiTec,Bielefeld-CeBiTec,2017
iGEM NAWI Graz,NAWI_Graz,2017
China,BIT-China,2017
intercollegiate biosafety education project,other,2017
Sri Venkateswara College of Engineering Chennai,SVCE_CHENNAI,2017
Cologne/Duesseldorf,Cologne-Duesseldorf,2017
Bluepha,other,2017
Institute of Biophysics,other,2017
UTSC-Software,SYSU-Software,2017
ShanghaiTech,Shanghaitech,2017
5th iGEM Asia-Pacific Conference,other,2017
Alberta iGEM teams,UAlberta,2017
UCalgary,Calgary,2017
Hefei University of Technology,HFUT-China,2017
Greece iGEM Team,Greece,2017
University of Friedberg,other,2017
Team INSA-UPS France,INSA-UPS_France,2017
Team Franconia Germany,Franconia,2017
Chung Cheng University (CCU Taiwan),CCU_Taiwan,2017
Chung Shan Medical University (CSMU NCHU Taiwan),CSMU_NCHU_Taiwan,2017
Chang Gung University (CGU Taiwan),CGU_Taiwan,2017
Taipei American School (TAS Taipei),TAS_Taipei,2017
Asia iGEM teams,other,2017
Taiwan university teams,other,2017
Chang Gung University,CGU_Taiwan,2017
Z_Hangzhou,HFLS_H2Z_Hangzhou,2017
SCUT-China A,SCUT-China_A,2017
iGEM Japan Kansai Forum,other,2017
S. cerevisiae,other,2017
CUNY Kingsborough,CUNY_Kingsborough,2018
Texas Tech,Lubbock_TTU,2018
Ryan Bailey,other,2018
ECUST China,ECUST,2018
Hong Kong HKU,Hong_Kong_HKU,2018
TU Darmstadt,TU_Darmstadt,2018
NTNU Trondheim,NTNU_Trondheim,2018
JMU Wuerzburg,JMU_Wuerzburg,2018
ShanghaiTech University,ShanghaiTech,2018
OCU-CHINA,other,2018
UNSW 2018,UNSW_Australia,2018
iGEM Paris - Bettencourt,Paris_Bettencourt,2018
iGEM Bulgaria,Bulgaria,2018
iGEM Dusseldorf,Duesseldorf,2018
iGEM Montpellier 2018,Montpellier,2018
UNAMBG iGEM 2018,Bilkent-UNAMBG,2018
USP Brazil,USP-Brazil,2018
iGEM teams,other,2018
HD Resolution,other,2018
Tec de Monterrey_Gdl,TecMonterrey_GDL,2018
Columbia University iGEM Team,ColumbiaNYC,2018
HD Resolution Team,other,2018
Arbor Biosciences,other,2018
GIFU iGEM,Gifu,2018
Beijing Institute of Technology,BIT-China,2018
Beijing Normal University,BNDS_CHINA,2018
Zhejiang University,HZAU-China,2018
Chinese University of Hong Kong,Hong_Kong-CUHK,2018
Göttingen,Goettingen,2018
IIT Madras,IIT-Madras,2018
LASA high school,Austin_LASA,2018
Brandon Palomo,other,2018
Rice University,Rice,2018
Texas Tech University,Lubbock_TTU,2018
Austin LASA,Austin_LASA,2018
CSU-China,CSU_CHINA,2018
Lambert iGEM,Lambert_GA,2018
NYU Abu Dhabi,NYU_Abu_Dhabi,2018
Washington University,Washington,2018
IISER Mohali,IISER-Mohali,2018
IIT Madras 2018,IIT-Madras,2018
IISER Bhopal 2018,IISER-Bhopal-India,2018
Team Westminster 2018,Westminster_UK,2018
5th CCiC,other,2018
Judges at 5th CCiC,other,2018
other teams at 5th CCiC,other,2018
IIT Kanpur iGEM,IIT_Kanpur,2018
Cornell iGEM,Cornell,2018
W.A.S.D.,other,2018
Vilnius iGEM,Vilnius-Lithuania,2018
Helsinki,other,2018
Vilnius,Vilnius-Lithuania,2018
Delft,TUDelft,2018
Eindhoven,TU-Eindhoven,2018
Rotterdam,Rotterdam_HR,2018
NJU,NJU-China,2018
TU Eindhoven,TU-Eindhoven,2018
University of Pittsburgh,Pittsburgh,2018
UVirginia,Virginia,2018
UC San Diego,UC_San_Diego,2018
UC Davis,UC_Davis,2018
iGEM Waterloo,Waterloo,2018
iGEM Dalhousie,Dalhousie_Halifax_NS,2018
ZJUT-IGEM,ZJUT-China,2018
MINGDAO iGEM team,Mingdao,2018
Tokyo Tech,Tokyo_Tech,2018
University of Calgary,Calgary,2018
Makerere,Makerere_University,2018
NCHU,NCHU_Taichung,2018
TecCem,TecCEM,2018
Dusseldorf,Duesseldorf,2018
Sorbonne U Paris,Sorbonne_U_Paris,2018
Asia Pacific Conference,other,2018
NCKU Tainan iGEM Team,NCKU_Tainan,2018
NRC,other,2018
Jamboré Brasuca,other,2018
USP-ESALQ,USP-EEL-Brazil,2018
Tec CEM,TecCEM,2018
WhatsApp group,other,2018
IISER Bhopal,IISER-Bhopal-India,2018
AFCM,AFCM-Egypt,2018
UNESP Brazil,Unesp_Brazil,2018
WASHINGTON,Washington,2018
Tust China,TUST_China,2018
DUSSELDORF,Duesseldorf,2018
GRONINGEN,Groningen,2018
DALHOUSIE,Dalhousie_Halifax_NS,2018
LEIDEN,Leiden,2018
UFLORIDA,UFlorida,2018
TartuTUIT_IGEM,Tartu_TUIT,2018
Toulouse NSA,Toulouse-INSA-UPS,2018
REC Chennai,REC-CHENNAI,2018
CPU China,CPU_CHINA,2018
Linkoping Sweden,Linkoping_Sweden,2018
iGEM VIT,VIT_Vellore,2018
Promega,other,2018
undergraduate iGEM teams in Japan,other,2018
iGEM East Japan Meetup 2018,other,2018
Bielefeld University,Bielefeld-CeBiTec,2018
Dutch teams,other,2018
teams from Taipei,other,2018
Shanghai_tech,ShanghaiTech,2018
iGEMers at CCiC,other,2018
Dr.Zhang Haoqian from Langene technology,other,2018
2019 CCiC Conference,other,2018
iGEM Lund,Lund,2018
iGEM Uppsala,Uppsala,2018
iGEM USP-EEL-Brazil,USP-EEL-Brazil,2018
iGEM Warwick,Warwick,2018
CCiC,other,2018
iGEM_BIT,BIT-China,2018
iGEM Tianjin,Tianjin,2018
LZU_China,LZU-CHINA,2018
Aristotle University of Thessaloniki,Thessaloniki,2018
Imperial College,Imperial_College,2018
iGEM Washington,Washington,2018
iGEM Duesseldorf,Duesseldorf,2018
University of Virginia,Virginia,2018
University of Saint Andrew’s,St_Andrews,2018
University of Copenhagen,UCopenhagen,2018
Linkoping University,Linkoping_Sweden,2018
Ui Oslo,UiOslo_Norway,2018
Aalto Helsinki,Aalto-Helsinki,2018
University of Oslo,UiOslo_Norway,2018
Copenhagen Technical University,UCopenhagen,2018
University of Waterloo,Waterloo,2018
Copenhagen,UCopenhagen,2018
Mexico City,other,2018
Monterrey Institute of Technology and Higher Education,Tec-Monterrey,2018
Unesp Brazil,Unesp_Brazil,2018
Amazonas_ Brazil,Unesp_Brazil,2018
iGEM TEC CEM 2018,TecCEM,2018
IISc Bangalore,IISc-Bangalore,2018
IISc - Bangalore,IISc-Bangalore,2018
Central iGEM,other,2018
Chalmers,Chalmers-Gothenburg,2018
iGEM Copenhagen,UCopenhagen,2018
iGEM Chalmers,Chalmers-Gothenburg,2018
iGEM Stockholm,Stockholm,2018
UiOslo,UiOslo_Norway,2018
WorldShaper-XSHS,Worldshaper-XSHS,2018
Haosen Hong,other,2018
iGEM Marburg,Marburg,2018
Dutch Mini Jamboree,other,2018
Ecuador's team,Ecuador,2018
BIT iGEM Team,BIT-China,2018
Opentrons,other,2018
Kristin Ellis,other,2018
iGEM TecCEM,TecCEM,2018
OUC China,OUC-China,2018
Stony Brook,Stony_Brook,2018
ASIJ Tokyo,ASIJ_Tokyo,2018
Botchan Lab,Botchan_Lab_Tokyo,2018
KAIT Japan,KAIT_JAPAN,2018
