team,matching,year
NCTU,NCTU_Formosa,2016
TAS TAIWAN,TAS_Taipei,2016
TAS,TAS_Taipei,2016
CGU,CGU_Taiwan,2016
NTHU,NTHU_Taiwan,2016
NCCU,other,2016
TEC GenetiX CCM,TecCEM,2016
Ain Shams-Egypt,Ain_Shams-Egypt,2016
NTNU Trondheim,NTNU_Trondheim,2016
Edinburgh,Edinburgh_UG,2016
Pumas Mexico,Pumas_Mexico,2016
INMEGEN,other,2016
iGem Latin-America,other,2016
iGem teams,other,2016
Tec system teams,other,2016
NUDT_CHINA team,NUDT_CHINA,2016
SCUT-China,SCUT-China_A,2016
UP_PRETORIA iGEM,other,2016
BNDS-China,BNDS_China,2016
Purdue's database,Purdue,2016
Oslo team,UiOslo_Norway,2016
Israel team from Tel-Hai,Tel-Hai,2016
Glasgow iGEM,Glasgow,2016
Westminster UK iGEM meetup,Westminster_UoW,2016
Lethbridge iGEM team 2016,Lethbridge,2016
iGEM Marburg 2016,Marburg,2016
BNU China 2014,BNU-China,2016
high-school team,other,2016
Ryerson,Ryerson_Toronto,2016
Ontario Genomics,other,2016
Dalhousie Halifax NS,Dalhousie_Halifax_NS,2016
Tsinghua University,Tsinghua,2016
Alina,other,2017
iGEM Delft,TUDelft,2017
TU Dresden,TU_Dresden,2017
TU Darmstadt,TU_Darmstadt,2017
NAWI Graz,NAWI_Graz,2017
Greece iGEM team,Greece,2017
NYU Shanghai,NYU_Shanghai,2017
iGEM Nagahama team,Nagahama,2017
campfire website,other,2017
May Festival,other,2017
KAIT JAPAN team,KAIT_JAPAN,2017
Tokyo Tech team,TokyoTech,2017
Kyoto team,Kyoto,2017
Kobe team,Kobe,2017
Nagahama team,Nagahama,2017
Gifu team,Gifu,2017
Manchester team,Manchester,2017
Virginia team,Virginia,2017
AQA Unesp team,AQA_Unesp,2017
UChile_OpenBio-CeBiB team,UChile_OpenBio-CeBiB,2017
ITB_Indonesia team,other,2017
KUAS_Korea team,other,2017
IIT_Delhi team,IIT_Delhi,2017
UAlberta team,UAlberta,2017
PARIS Bettencourt team,Paris_Bettencourt,2017
Jérémy,other,2017
Evry,Evry_Paris-Saclay,2017
Aalto Helsinki,Aalto-Helsinki,2017
Evry Paris-Saclay,Evry_Paris-Saclay,2017
LMU Munich teams,Munich,2017
German-wide Meetup,other,2017
Promega,other,2017
Institute of Biofunctional Polymer Materials (IPF),other,2017
Gaston,Gaston_Day_School,2017
Team Taipei-SDS,other,2017
IGEM Tokyo Tech,TokyoTech,2017
KAIT Japan,KAIT_JAPAN,2017
Team KU Leuven,KU_Leuven,2017
College of Life Sciences University of Chinese Academy of Sciences,UCAS,2017
Prof. Jiangyun WANG IBP CAS,other,2017
Prof. Xien-en ZHANG  IBP  CAS,other,2017
"Prof. Dianbing WANG, College of Life Sciences  UCAS in Institute of Tibetan Plateau Research  CAS",UCAS,2017
Peking University Health Science Center,Peking,2017
Beijing National Day School,other,2017
Cheng HU,other,2017
Jian HUANG,other,2017
Prof. Pingyong XU,other,2017
Lewis Sandler,other,2017
Prof. Chunbo LOU,other,2017
Wenqi PENG,other,2017
Prof. Zhisheng YU,other,2017
Bluepha Microbe Technology Co.,other,2017
China Aquaculture Website,other,2017
Beijing Shuianyuge Food Company,other,2017
Sturgeon Breeding Technology Engineering Center of the Chinese Academy of Fishery Sciences,other,2017
Yancheng Ocean and Fisheries Bureau,other,2017
Yancheng Chengdong foul water purifying factory,other,2017
Dr. Haoqian ZHANG,other,2017
Leying CHEN,other,2017
Xiaoding LI,other,2017
Xiaohong LIU,other,2017
unknown team,other,2017
coli DH5α competent cells,other,2017
VF2 and VR primers,other,2017
EcoRI and PstI,other,2017
DNA sequencing,other,2017
VectorNTI format,other,2017
gDNA of Salmonella typhimurium LT2,other,2017
genomic DNA of Salmonella typhimurium LT2,other,2017
other iGEM Teams,other,2017
fish ponds nearby,other,2017
three different promotors,other,2017
fish farmers,other,2017
device based on sensor bacteria,other,2017
buoy or platform,other,2017
other teams,other,2017
Tu Delft,TUDelft,2017
Tu_Darmstadt,TU_Darmstadt,2017
MycroSynth,other,2017
Gifu University,Gifu,2017
iGEM Franconia,Franconia,2017
other iGEM teams,other,2017
biological themed card with iGEM Franconia,Franconia,2017
Asia Pacific Conference,other,2017
National Chang,other,2017
to study metabolism regulation system of E. coli,other,2017
for their bacterial sensor,other,2017
for protein degradation in their system,other,2017
to evaluate activities of different promoters,other,2017
to determine best culture conditions,other,2017
software teams,other,2017
hardware teams,other,2017
high school teams,other,2017
non-iGEM research groups,other,2017
another team's BioBrick Part or Device,other,2017
another team's part,other,2017
a construct,other,2017
another team's system,other,2017
another team's software,other,2017
another team's hardware project,other,2017
a high-school team,other,2017
HKUST,Hong_Kong_HKUST,2017
CUHK,Hong_Kong_CUHK,2017
UCCKE,Hong_Kong_UCCKE,2017
LPSS,HK_SKHLPSS,2017
SUSTech iGEM 2017 team,SUSTech_Shenzhen,2017
DIYBIO HK,other,2017
Dr. Tanner,other,2017
SCUT-China-A,SCUT-China_A,2017
SCAU-CHINA,other,2017
Worldshaper - Wuhan,Worldshaper-Wuhan,2017
WPI_Worcester Team,WPI_Worcester,2017
Paris Evry,Evry_Paris-Saclay,2017
Centre for Research and Interdisciplinarity (CRI) Faculty of Medicine Cochin Port-Royal South wing 2nd floor Paris Descartes University,Paris_Bettencourt,2017
bettencourt.igem2017@gmail.com,Paris_Bettencourt,2017
teams all around the world in webinars and postcard challenge,other,2017
Nordic iGEM Conference (NIC) in Copenhagen,other,2017
other Swedish teams during iGEM run,other,2017
Stockholm team in organizing a panel discussion,Stockholm,2017
iGEM Lund,Lund,2017
iGEM Stockholm,Stockholm,2017
Sweden,other,2017
Denmark,other,2017
Finland,other,2017
East Chapel Hill High school,East_Chapel_Hill,2017
Peshawar 2017,Peshawar,2017
UNBC 2017,UNBC-Canada,2017
igemusp(Brazil),other,2017
British_Columbia IGEM team,British_Columbia,2017
UiOslo_Norway team,UiOslo_Norway,2017
Bordeaux team,Bordeaux,2017
REC_CHENNAI,REC-CHENNAI,2017
LUND,Lund,2017
NAWI_GRAZ,NAWI_Graz,2017
Stony Brook,Stony_Brook,2017
Leuven,KU_Leuven,2017
UCAS iGEM team,UCAS,2017
CPU CHINA,CPU_CHINA,2017
CSU Fort Collins,CSU_Fort_Collins,2017
Macquarie University,Macquarie_Australia,2017
Chung Cheng University,CCU_Taiwan,2017
TEC-CHIHUAHUA team,Tec-Chihuahua,2017
Jilin China,Jilin_China,2017
DU Dresden,TU_Dresden,2017
Technion Israel,TECHNION-ISRAEL,2017
KU Leuven,KU_Leuven,2017
Tel Hai,Tel-Hai,2017
SMS China,other,2017
iGEM Berlin diagnostX,Berlin_diagnostX,2017
iGEM Bielefeld-CeBiTec,Bielefeld-CeBiTec,2017
iGEM Graz,other,2017
iGEM NAWI Graz,NAWI_Graz,2017
BioDesigner Dolphin tool from HFUT China,HFUT-China,2017
improving yeast surface display system,other,2017
intercollegiate collaborating project,other,2017
Ithaca Farmers’ Market,other,2017
Ithaca Commons,other,2017
Apple Harvest Festival,other,2017
Great New York State Fair,other,2017
campus,other,2017
online,other,2017
92 participants,other,2017
Ithaca,other,2017
SVCE Chennai,SVCE_CHENNAI,2017
Dekker,other,2017
Stemmering,other,2017
Murphy,other,2017
Cologne/Duesseldorf,Cologne-Duesseldorf,2017
Robben,other,2017
Vander Sloten,other,2017
SELF Conference,other,2017
Ph.D. Haoqian Zhang,other,2017
Institute of Biophysics,other,2017
other methods on the market,other,2017
UTSC-Software,other,2017
ShanghaiTech,other,2017
NJU-CHINA,NJU-China,2017
Alberta iGEM teams,UAlberta,2017
aGEM,other,2017
UCalgary,Calgary,2017
high-school team,other,2017
E. coli,other,2017
breed bacteria in nitrogen limited M9 culture medium,other,2017
peristaltic pump,other,2017
microporous filter,other,2017
polyvinyl alcohol/sodium alginate (PVA/SA) beads,other,2017
LED,other,2017
photoresistor,other,2017
control system,other,2017
Bluetooth module,other,2017
University of Waterloo,Waterloo,2017
University of Toronto,Toronto,2017
University of Calgary/Canadian iGEM,Calgary,2017
Greece iGEM Team,Greece,2017
University of Friedberg,other,2017
Team INSA-UPS France,INSA-UPS_France,2017
Team Franconia Germany,Franconia,2017
ZJU,ZJU-China,2017
Ainsley Newson,other,2017
GOLD SPONSORS,other,2017
BRONZE SPONSORS,other,2017
Chung Cheng University (CCU Taiwan),CCU_Taiwan,2017
Chung Shan Medical University (CSMU NCHU Taiwan),other,2017
Chang Gung University (CGU Taiwan),other,2017
Taipei American School (TAS Taipei),TAS_Taipei,2017
various teams in iGEM,other,2017
collaborators to grow project,other,2017
various people who added value to goals,other,2017
collaborators,other,2017
facebook,other,2017
twitter,other,2017
instagram,other,2017
25 iGEM teams from Taiwan China Japan and the US,other,2017
Taiwan university teams,other,2017
Chang Gung University,other,2017
NYMU-Taipei's suicide system,other,2017
Escherichia coli DH5α,other,2017
NYMU-Taipei's lactose-induced suicide system,other,2017
Wego Bilingual High School,other,2017
SCUT-China A,SCUT-China_A,2017
iGEM Japan Kansai Forum,other,2017
Makerere University,Makerere_University,2018
CUNY Kingsborough,CUNY_Kingsborough,2018
Texas Tech,Lubbock_TTU,2018
Hong Kong HKU,Hong_Kong_HKU,2018
NTNU Trondheim,NTNU_Trondheim,2018
JMU Wuerzburg,JMU_Wuerzburg,2018
UNSW 2018 iGEM Team,UNSW_Australia,2018
iGEM Paris - Bettencourt Team,Paris_Bettencourt,2018
iGEM Bulgaria,Bulgaria,2018
iGEM Dusseldorf,Duesseldorf,2018
iGEM Montpellier 2018,Montpellier,2018
UNAMBG iGEM 2018,Bilkent-UNAMBG,2018
other iGEM teams,other,2018
high-school team,other,2018
USP Brazil,USP-Brazil,2018
HD Resolution,other,2018
Tec de Monterrey_Gdl,TecMonterrey_GDL,2018
Columbia University iGEM Team,ColumbiaNYC,2018
GIFU iGEM,Gifu,2018
Beijing Institute of Technology,BIT,2018
Beijing Normal University,BNDS_CHINA,2018
Zhejiang University,ZJU-China,2018
Chinese University of Hong Kong,Hong_Kong_CUHK,2018
Göttingen,Goettingen,2018
IIT Madras,IIT_Madras,2018
Rice University,Rice,2018
Texas Tech University,Lubbock_TTU,2018
Austin LASA,Austin_LASA,2018
CCiC ShanghaiTech University,ShanghaiTech,2018
other teams at CCiC,other,2018
several teams at CCiC,other,2018
Mrs. Megan,other,2018
CSU-China,CSU_CHINA,2018
Lambert iGEM,Lambert_GA,2018
NYU Abu Dhabi,NYU_Abu_Dhabi,2018
Washington University,WashU_StLouis,2018
IISER Mohali,IISER-Mohali,2018
ECUST China,ECUST,2018
European iGEM team,other,2018
Utrecht iGEM team,Utrecht,2018
unknown iGEM team,other,2018
TU Darmstadt,TU_Darmstadt,2018
Marburg team,Marburg,2018
Tec de Monterrey Campus Guadalajara,TecMonterrey_GDL,2018
Team Munich,Munich,2018
Dalhousie iGEM,Dalhousie_Halifax_NS,2018
AHUT China,AHUT-China,2018
iGEM NYU Abu Dhabi,NYU_Abu_Dhabi,2018
LiU iGEM,Linkoping_Sweden,2018
IIT Kanpur 2018,IIT_Kanpur,2018
IIT Madras 2018,IIT-Madras,2018
IISER Bhopal 2018,IISER-Bhopal-India,2018
Team Westminster UK 2018,Westminster_UK,2018
5th CCiC,other,2018
other teams,other,2018
CCiC,other,2018
IIT Kanpur iGEM Team,IIT_Kanpur,2018
Cornell iGEM team,Cornell,2018
W.A.S.D. software developers,other,2018
Vilnius iGEM team,Vilnius-Lithuania,2018
Lund iGEM team,Lund,2018
Helsinki iGEM team,Aalto-Helsinki,2018
Dutch iGEM teams,other,2018
Leiden iGEM team,Leiden,2018
Delft iGEM team,TUDelft,2018
Eindhoven iGEM team,TU-Eindhoven,2018
Rotterdam iGEM team,Rotterdam_HR,2018
NJU,NJU-China,2018
OCU-CHINA,other,2018
Queens Canada,Queens_Canada,2018
TAS Taipei 2016,TAS_Taipei,2018
CCU Taiwan,CCU_Taiwan,2018
KAIT JAPAN,KAIT_JAPAN,2018
Hong Kong JSS,Hong_Kong_JSS,2018
Hong_Kong-HKUST,Hong_Kong_HKUST,2018
Bielefeld-CeBiTec (Germany),Bielefeld-CeBiTec,2018
Thessaloniki (Greece),Thessaloniki,2018
ULaVerne Collab,ULaVerne_Collab,2018
MINGDAO iGEM team,Mingdao,2018
Tokyo Tech,Tokyo_Tech,2018
University of Calgary,Calgary,2018
6th Annual Asia-Pacific iGEM Conference,other,2018
over 20 teams from China Taiwan and Japan,other,2018
Dr. Ying Chieh Tsai,other,2018
TecCem iGEM 2018,other,2018
Harry Jiang from RDFZ-China,other,2018
iGEM team Dusseldorf,Duesseldorf,2018
Sorbonne U Paris on wiki design and layout,Sorbonne_U_Paris,2018
NYMU-Taipei team,NYMU-Taipei,2018
Asia Pacific Conference,other,2018
NCKU iGEM team,NCKU_Tainan,2018
NRC,other,2018
Eindhoven,TU-Eindhoven,2018
CO2 downstream processing,other,2018
Alternative Energy,other,2018
Brazilian Meet Up,other,2018
Braskem,other,2018
SENAI-CETIQT,other,2018
Latin America Meet Up,other,2018
Latin America teams,other,2018
IISER Bhopal,IISER-Bhopal-India,2018
AFCM,AFCM-Egypt,2018
UNESP Brazil,Unesp_Brazil,2018
WASHINGTON,Washington,2018
Tust China,TUST_China,2018
DUSSELDORF,Duesseldorf,2018
GRONINGEN,Groningen,2018
DALHOUSIE,Dalhousie_Halifax_NS,2018
LEIDEN,Leiden,2018
UFLORIDA,UFlorida,2018
TartuTUIT_IGEM,Tartu_TUIT,2018
Toulouse NSA,Toulouse-INSA-UPS,2018
Team REC Chennai,REC-CHENNAI,2018
Team ICT-Mumbai,ICT-Mumbai,2018
Team CPU China,CPU_CHINA,2018
Team Uppsala,Uppsala,2018
Team Linkoping Sweden,Linkoping_Sweden,2018
Team IlT-Madras,IIT_Madras,2018
iGEM VIT,other,2018
Promega,other,2018
iGEM East Japan Meetup 2018,other,2018
Bielefeld University,Bielefeld-CeBiTec,2018
TU Eindhoven,TU-Eindhoven,2018
several teams and professors,other,2018
two teams from Taipei,other,2018
CCiC Conference,other,2018
Dr. Zhang Haoqian from Langene technology company,other,2018
iGEM_BIT,BIT,2018
iGEM Tianjin,Tianjin,2018
LZU_China,LZU-CHINA,2018
Meagan Lizarazo,other,2018
Imperial College,Imperial_College,2018
University of Pittsburgh,Pittsburgh,2018
University of Virginia,Virginia,2018
University of Saint Andrew’s in Scotland,St_Andrews,2018
Nordic iGEM Conference,other,2018
Aalto Helsinki,Aalto-Helsinki,2018
Linkoping University,Linkoping_Sweden,2018
University of Oslo,UiOslo_Norway,2018
University of Copenhagen,UCopenhagen,2018
Copenhagen Technical University,TU-Eindhoven,2018
University of Waterloo,Waterloo,2018
Mexico City,other,2018
Monterrey Institute of Technology and Higher Education,Tec-Monterrey,2018
Unesp Brazil,Unesp_Brazil,2018
Amazonas_ Brazil,other,2018
iGEM TEC CEM 2018,other,2018
Central iGEM,other,2018
UC San Diego,UC_San_Diego,2018
UC Davis,UC_Davis,2018
Waterloo iGEM,Waterloo,2018
Dr. Jian Liu,other,2018
Mr. Hongyu Liu,other,2018
Tony He,other,2018
Chalmers Gothenburg,Chalmers-Gothenburg,2018
Nordic iGEM Conference in Lund,other,2018
Biobrick Tutorial at DTU,DTU-Denmark,2018
iGEM Lund,Lund,2018
iGEM Copenhagen,Copenhagen,2018
iGEM Stockholm,Stockholm,2018
UiOslo,UiOslo_Norway,2018
hq-Abigail,other,2018
one of the judges,other,2018
WorldShaper-XSHS,Worldshaper-XSHS,2018
Zhejiang University IGEM team,ZJU-China,2018
ZJUT-IGEM team,ZJUT-China,2018
iGEM Marburg,Marburg,2018
Dutch Mini Jamboree,other,2018
Delft,TUDelft,2018
Rotterdam,Rotterdam_HR,2018
Eindhoven University of Technology,other,2018
Will Wright,other,2018
Pieter van Boheemen,other,2018
Maaruthy Yelleswarapu,other,2018
Bob van Sluijs,other,2018
software teams,other,2018
hardware teams,other,2018
high school teams,other,2018
non-iGEM research groups,other,2018
another team's BioBrick Part or Device,other,2018
another team's part,other,2018
a construct,other,2018
another team's system,other,2018
another team's software,other,2018
another team's hardware project,other,2018
a high-school team,other,2018
Ecuador's team,Ecuador,2018
BIT iGEM Team,BIT,2018
Opentrons,other,2018
Kristin Ellis,other,2018
Opentrons community,other,2018
iGEM TecCEM,TecCEM,2018
OUC China,OUC-China,2018
Stony Brook,Stony_Brook,2018
iGEM Team Bielefeld,Bielefeld-CeBiTec,2018
ASIJ Tokyo,ASIJ_Tokyo,2018
Botchan Lab,Botchan_Lab_Tokyo,2018
KAIT Japan,KAIT_JAPAN,2018
