team,matching,year
BGU ISRAEL,BGU_Israel,2015.0
Tec_Chihuahua,Tec-Chihuahua,2015.0
NAIT EDMONTON,NAIT_Edmonton,2015.0
AMOY,Amoy,2015.0
Cambridge-JIC iGEM 2015,Cambridge-JIC,2015.0
iGEM competition,other,2015.0
Nordic iGEM Conference,other,2015.0
Stockholm iGEM team,Stockholm,2015.0
other teams,other,2015.0
Bar Crawl,other,2015.0
Uppsala,Uppsala,2015.0
Stockholm,Stockholm,2015.0
annual NiC event,other,2015.0
Team Gifu,Gifu,2015.0
Chung Cheng University,CCU_Taiwan,2015.0
pectinase,other,2015.0
UGA-Georgia iGEM Team,UGA-Georgia,2015.0
NCTU iGEM Conference,other,2015.0
Team HSNU-TAIPEI,HSNU-TAIPEI,2015.0
TCU,TCU_Taiwan,2015.0
Canmore,OLS_Canmore_AB_CA,2015.0
iGEM Nankai,Nankai,2015.0
Santa Clara University,Santa_Clara,2015.0
Brown University,Brown,2015.0
Purdue iGEM,Purdue,2016.0
Sri Venkateswara College of Engineering (SVCE),other,2016.0
Technion Israel,Technion_Israel,2016.0
BGIC China,BGIC_China,2016.0
SFLS,Shenzhen_SFLS,2016.0
Hong Kong HKUST,Hong_Kong_HKUST,2016.0
SJTU_software,SJTU-Software,2016.0
Nanjing University,Nanjing-China,2016.0
Nankai University,NKU_China,2016.0
LMU-TUM Munich,LMU-TUM_Munich,2016.0
University of Toronto iGEM,Toronto,2016.0
Rose-Hulman Institute of Technology,RHIT,2016.0
Purdue’s Bioscience Imaging Facility,other,2016.0
University of Exeter’s team,Exeter,2016.0
NAWI Graz iGEM Team,NAWI-Graz,2016.0
Rice University,Rice,2016.0
Indian Institute of Technology Madras,IIT-Madras,2016.0
National University of Singapore,NUS_Singapore,2016.0
igem.today,other,2016.0
30 teams through social media,other,2016.0
SCUT-CHINA_B,SCUT-China_B,2016.0
BIT experiment and Web design,BIT,2016.0
NCKU graduate student,NCKU_Tainan,2016.0
Copenhagen,UNIK_Copenhagen,2016.0
Technion - Israel,Technion_Israel,2016.0
KoreaSonyeod,KoreaSonyeod,2016.0
TU Darmstadt,TU_Darmstadt,2016.0
AHUT_China,AHUT_China,2016.0
NAU-China,NAU-CHINA,2016.0
CCiC,other,2016.0
SYSU_China,SYSU-CHINA,2016.0
high school team,other,2016.0
iGEM,other,2016.0
other iGEM teams,other,2016.0
AHUT China,AHUT_China,2016.0
William & Mary,William_and_Mary,2016.0
Helsinki,Aalto-Helsinki,2016.0
NYU Abu-Dhabi,NYU-AD,2016.0
University College of London,UCL,2016.0
University of Virginia,Virginia,2016.0
University of Paris-Saclay,Paris_Saclay,2016.0
NEFU-China,NEFU_China,2016.0
Southeast University,other,2016.0
TMMU-China,TMMU_China,2016.0
Sheffield iGEM Team,Sheffield,2016.0
iGEM IONIS,Ionis_Paris,2016.0
iGEM EVRY,Evry,2016.0
Cardiff team,Cardiff_Wales,2016.0
TEC CEM,TecCEM,2016.0
Doctor Gong Yali,other,2016.0
Southwest Union,other,2016.0
CCiC Conference,other,2016.0
software teams,other,2016.0
hardware teams,other,2016.0
Team Gifu,Gifu,2016.0
Chung Cheng University,CCU_Taiwan,2016.0
pectinase,other,2016.0
Aachen High School,Aachen,2016.0
Alverno High School,Alverno_CA,2016.0
Baltimore BioCrew High School,BroadRun-Baltimore,2016.0
BGIC High School,BGIC_China,2016.0
BNU High School,BNU-China,2016.0
Colegio FDR High School,ColegioFDR_Peru,2016.0
Danci-K8 High School,Danci-K8,2016.0
Gaston Day High School,Gaston_Day,2016.0
GDSYZX-United High School,GDSYZX-United,2016.0
Guangdong Sheng High School,SCAU-China,2016.0
LambertGA High School,LambertGA,2016.0
Lethbridge High School,Lethbridge_HS,2016.0
Linkoping High School,Linkoping_Sweden,2016.0
Lubbock High School,Lubbock_TTU,2016.0
Marburg High School,Marburg,2016.0
Nanjing High School,Nanjing-China,2016.0
Nanjing Foreign Language School High School,Nanjing_NFLS,2016.0
NCKU High School,NCKU_Tainan,2016.0
NEFU High School,NEFU_China,2016.0
NEU High School,NEU-China,2016.0
Peshawar High School,Peshawar,2016.0
Saint Rose School A High School,Saint_Rose_School_A,2016.0
Saint Rose School B High School,Saint_Rose_School_B,2016.0
SCUT High School A,SCUT-China_A,2016.0
SCUT High School B,SCUT-China_B,2016.0
SDSZ High School,SDSZ_China,2016.0
SDU High School,SDU-Denmark,2016.0
Shenzhen Foreign Language School High School,SFLS,2016.0
SMS Shenzhen High School,SMS_Shenzhen,2016.0
SVCE High School,SVCE_CHENNAI,2016.0
TAS Taipei High School,TAS_Taipei,2016.0
TCU High School,TCU_Taiwan,2016.0
TMMU High School,TMMU_China,2016.0
USTC High School,USTC,2016.0
USTC-Software High School,USTC-software,2016.0
UST High School,UST_Beijing,2016.0
William and Mary High School,William_and_Mary,2016.0
WLC Milwaukee High School,WLC-Milwaukee,2016.0
XJTLU High School,XJTLU-CHINA,2016.0
non-iGEM research groups,other,2016.0
another team's BioBrick Part or Device,BioBricks,2016.0
a construct,other,2016.0
another team's system,other,2016.0
another team's software,other,2016.0
another team's hardware project,other,2016.0
a high-school team,other,2016.0
MUSE Bio,other,2016.0
NCTU,NCTU_Taiwan,2016.0
TAS TAIWAN,TAS_Taipei,2016.0
TAS,TAS_Taipei,2016.0
CGU,CGU_Taiwan,2016.0
NTHU,NTHU_Taiwan,2016.0
NCCU,other,2016.0
TEC GenetiX CCM,TecCEM,2016.0
Ain Shams-Egypt,Ain_Shams-Egypt,2016.0
NTNU Trondheim,NTNU_Trondheim,2016.0
Edinburgh,Edinburgh_OG,2016.0
Institute of Botany Chinese Academy of Sciences,other,2016.0
Pumas Mexico,Pumas_Mexico,2016.0
INMEGEN,other,2016.0
iGem Latin-America,other,2016.0
Tec system teams,other,2016.0
NUDT_CHINA,NUDT_CHINA,2016.0
SCUT-China,SCUT-China,2016.0
UP_PRETORIA iGEM,Pretoria_UP,2016.0
BNDS-China,BNDS_China,2016.0
Oslo team,UiOslo_Norway,2016.0
Israel team from Tel-Hai,Tel-Hai,2016.0
Glasgow iGEM,Glasgow,2016.0
Westminster UK iGEM meetup,Westminster_UoW,2016.0
Lethbridge iGEM team 2016,Lethbridge,2016.0
iGEM Marburg 2016,Marburg,2016.0
BNU China 2014,BNU-China,2016.0
Ryerson,Ryerson_Toronto,2016.0
Ontario Genomics,other,2016.0
Dalhousie Halifax NS,Dalhousie_Halifax_NS,2016.0
Tsinghua University,Tsinghua,2016.0
Alina,other,2017.0
iGEM Delft,TUDelft,2017.0
TU Dresden,TU_Dresden,2017.0
NAWI Graz,NAWI_Graz,2017.0
Greece iGEM team,Greece,2017.0
NYU Shanghai,NYU_Shanghai,2017.0
iGEM Nagahama team,Nagahama,2017.0
campfire website,other,2017.0
May Festival,other,2017.0
KAIT JAPAN team,KAIT_JAPAN,2017.0
Tokyo Tech team,TokyoTech,2017.0
Kyoto team,Kyoto,2017.0
Kobe team,Kobe,2017.0
Nagahama team,Nagahama,2017.0
Gifu team,Gifu,2017.0
Manchester team,Manchester,2017.0
Virginia team,Virginia,2017.0
AQA Unesp team,AQA_Unesp,2017.0
UChile_OpenBio-CeBiB team,UChile_OpenBio-CeBiB,2017.0
ITB_Indonesia,ITB_Indonesia,2017.0
KUAS_Korea team,KUAS_Korea,2017.0
IIT_Delhi team,IIT_Delhi,2017.0
UAlberta team,UAlberta,2017.0
PARIS Bettencourt team,Paris_Bettencourt,2017.0
Jérémy,other,2017.0
Evry,Evry_Paris-Saclay,2017.0
European Meetup,other,2017.0
Aalto Helsinki,Aalto-Helsinki,2017.0
Evry Paris-Saclay,Evry_Paris-Saclay,2017.0
TU Dresden iGEM team,TU_Dresden,2017.0
German-wide Meetup,other,2017.0
Promega,other,2017.0
Institute of Biofunctional Polymer Materials (IPF),other,2017.0
TU Darmstadt,TU_Darmstadt,2017.0
Gaston,Gaston_Day_School,2017.0
Team Taipei-SDS,other,2017.0
IGEM Tokyo Tech,TokyoTech,2017.0
KAIT Japan,KAIT_JAPAN,2017.0
Team KU Leuven,KU_Leuven,2017.0
College of Life Sciences University of Chinese Academy of Sciences,UCAS,2017.0
Prof. Jiangyun WANG  IBP  CAS,other,2017.0
Prof. Xien-en ZHANG IBP CAS,other,2017.0
Prof. Dianbing WANG,other,2017.0
College of Life Sciences UCAS in Institute of Tibetan Plateau Research CAS,UCAS,2017.0
Peking University Health Science Center,Peking,2017.0
Beijing National Day School,other,2017.0
Cheng HU,other,2017.0
Jian HUANG,other,2017.0
Prof. Pingyong XU,other,2017.0
Lewis Sandler,other,2017.0
Prof. Chunbo LOU,other,2017.0
Wenqi PENG,other,2017.0
Prof. Zhisheng YU,other,2017.0
Bluepha Microbe Technology Co.,other,2017.0
China Aquaculture Website,other,2017.0
Beijing Shuianyuge Food Company,other,2017.0
Sturgeon Breeding Technology Engineering Center of the Chinese Academy of Fishery Sciences,other,2017.0
Yancheng Ocean and Fisheries Bureau,other,2017.0
Yancheng Chengdong foul water purifying factory,other,2017.0
Dr. Haoqian ZHANG,other,2017.0
Leying CHEN,other,2017.0
Xiaoding LI,other,2017.0
Xiaohong LIU,other,2017.0
unknown team,other,2017.0
coli DH5α competent cells,other,2017.0
VF2 and VR primers,other,2017.0
EcoRI,other,2017.0
PstI,other,2017.0
plasmids,other,2017.0
gDNA of Salmonella typhimurium LT2,other,2017.0
genomic DNA of Salmonella typhimurium LT2,other,2017.0
other iGEM Teams,other,2017.0
fish ponds nearby,other,2017.0
three different promotors,other,2017.0
fish farmers,other,2017.0
device based on sensor bacteria,other,2017.0
buoy or platform,other,2017.0
other teams,other,2017.0
Tu Delft,TUDelft,2017.0
Tu_Darmstadt,TU_Darmstadt,2017.0
MycroSynth,other,2017.0
Gifu University,Gifu,2017.0
iGEM Franconia,Franconia,2017.0
other iGEM teams,other,2017.0
biological themed card with iGEM Franconia,Franconia,2017.0
Asia Pacific Conference,other,2017.0
National Chang,other,2017.0
to study metabolism regulation system of E. coli,other,2017.0
Team Gifu,Gifu,2017.0
Chung Cheng University,CCU_Taiwan,2017.0
pectinase,other,2017.0
software teams,other,2017.0
hardware teams,other,2017.0
Aachen,other,2017.0
Aalto-Helsinki,other,2017.0
AFCM-Egypt,other,2017.0
AHUT_China,other,2017.0
Aix-Marseille,other,2017.0
Amazonas_Brazil,other,2017.0
Amsterdam,other,2017.0
AQA_Unesp,other,2017.0
Arizona_State,other,2017.0
AshesiGhana,other,2017.0
ASIJ_TOKYO,other,2017.0
ASTWS-China,other,2017.0
Austin_UTexas,other,2017.0
Austin_UTexas_LASA,other,2017.0
Baltimore_Bio-Crew,other,2017.0
Berlin_diagnostX,other,2017.0
BGIC-Union,other,2017.0
Bielefeld-CeBiTec,other,2017.0
Bilkent-UNAMBG,other,2017.0
BIT,other,2017.0
BIT-China,other,2017.0
BNDS_China,other,2017.0
BNU-China,other,2017.0
BOKU-Vienna,other,2017.0
Bordeaux,other,2017.0
BostonU,other,2017.0
BostonU_HW,other,2017.0
Botchan_Lab_Tokyo,other,2017.0
Bristol,other,2017.0
British_Columbia,other,2017.0
Bulgaria,other,2017.0
Cadets2Vets,other,2017.0
Calgary,other,2017.0
CAPS_Kansas,other,2017.0
Cardiff_Wales,other,2017.0
CCA_San_Diego,other,2017.0
CCU_Taiwan,CCU_Taiwan,2017.0
CGU_Taiwan,other,2017.0
Chalmers-Gothenburg,other,2017.0
CIEI-BJ,other,2017.0
CIEI-China,other,2017.0
CLSB-UK,other,2017.0
CMUQ,other,2017.0
ColegioFDR_Peru,other,2017.0
Cologne-Duesseldorf,other,2017.0
ColumbiaNYC,other,2017.0
Cornell,other,2017.0
CPU_CHINA,other,2017.0
CSMU_NCHU_Taiwan,other,2017.0
CSU_Fort_Collins,other,2017.0
CU-Boulder,other,2017.0
Dalhousie,other,2017.0
Dartmouth,other,2017.0
DEIAGRA,other,2017.0
Delaware,other,2017.0
DTU-Denmark,other,2017.0
Duke,other,2017.0
East_Chapel_Hill,other,2017.0
ECUST,other,2017.0
Edinburgh_OG,other,2017.0
Edinburgh_UG,other,2017.0
Emory,other,2017.0
EPFL,other,2017.0
EpiphanyNYC,other,2017.0
ETH_Zurich,other,2017.0
Evry_Paris-Saclay,other,2017.0
Exeter,other,2017.0
FAFU-CHINA,other,2017.0
Florida_Atlantic,other,2017.0
Franconia,other,2017.0
Freiburg,other,2017.0
FSU,other,2017.0
Fudan,other,2017.0
Fudan_China,other,2017.0
Gaston_Day_School,other,2017.0
Georgia_State,other,2017.0
Gifu,Gifu,2017.0
Glasgow,other,2017.0
Greece,other,2017.0
Grenoble-Alpes,other,2017.0
Groningen,other,2017.0
GZHS-United,other,2017.0
Hamburg,other,2017.0
Harvard,other,2017.0
HBUT-China,other,2017.0
Heidelberg,other,2017.0
HFLS_H2Z_Hangzhou,other,2017.0
HFUT-China,other,2017.0
HK_SKHLPSS,other,2017.0
HokkaidoU_Japan,other,2017.0
Hong_Kong-CUHK,other,2017.0
Hong_Kong_HKU,other,2017.0
Hong_Kong_HKUST,other,2017.0
Hong_Kong_UCCKE,other,2017.0
HUST-China,other,2017.0
HZAU-China,other,2017.0
ICT-Mumbai,other,2017.0
IISc-Bangalore,other,2017.0
IISER-Mohali-INDIA,other,2017.0
IISER-Pune-India,other,2017.0
IIT-Madras,other,2017.0
IIT_Delhi,other,2017.0
INSA-UPS_France,other,2017.0
IONIS-PARIS,other,2017.0
ITB_Indonesia,other,2017.0
iTesla-SoundBio,other,2017.0
Jilin_China,other,2017.0
JNFLS,other,2017.0
Judd_UK,other,2017.0
KAIT_JAPAN,other,2017.0
Kent,other,2017.0
Kingsborough_NY,other,2017.0
Kobe,other,2017.0
KUAS_Korea,other,2017.0
KU_Leuven,other,2017.0
Kyoto,other,2017.0
Lambert_GA,other,2017.0
Lanzhou,other,2017.0
Lethbridge,other,2017.0
Lethbridge_HS,other,2017.0
Linkoping_Sweden,other,2017.0
LUBBOCK_TTU,other,2017.0
Lund,other,2017.0
Macquarie_Australia,other,2017.0
Manchester,other,2017.0
ManhattanCol_Bronx,other,2017.0
McMasterU,other,2017.0
McMaster_II,other,2017.0
Michigan,other,2017.0
Michigan_Software,other,2017.0
Mingdao,other,2017.0
Minnesota,other,2017.0
Missouri_Rolla,other,2017.0
MIT,other,2017.0
Moscow_RF,other,2017.0
MSU-Michigan,other,2017.0
Munich,other,2017.0
Nagahama,other,2017.0
Nanjing-China,other,2017.0
Nanjing_NFLS,other,2017.0
NAU-CHINA,other,2017.0
NAWI_Graz,other,2017.0
NCKU_Tainan,other,2017.0
NCTU_Formosa,other,2017.0
NEFU_China,other,2017.0
NEU-China,other,2017.0
Newcastle,other,2017.0
NIPER-Guwahati,other,2017.0
NJU-China,other,2017.0
NKU_China,other,2017.0
NortheasternU-Boston,other,2017.0
Northwestern,other,2017.0
NPU-China,other,2017.0
NTHU_Taiwan,other,2017.0
NTNU_Trondheim,other,2017.0
NTU_SINGAPORE,other,2017.0
NUDT_CHINA,other,2017.0
NUS_Singapore,other,2017.0
NU_Kazakhstan,other,2017.0
NWU-CHINA,other,2017.0
NYMU-Taipei,other,2017.0
NYU_Abu_Dhabi,other,2017.0
NYU_Shanghai,other,2017.0
OUC-China,other,2017.0
Oxford,other,2017.0
Paris_Bettencourt,other,2017.0
PASantiago_Chile,other,2017.0
Pasteur_Paris,other,2017.0
Peking,other,2017.0
Penn,other,2017.0
Peshawar,other,2017.0
Pittsburgh,other,2017.0
Potsdam,other,2017.0
Princeton,other,2017.0
Purdue,other,2017.0
Queens_Canada,other,2017.0
RDFZ-China,other,2017.0
REC-CHENNAI,other,2017.0
RHIT,other,2017.0
Rice,other,2017.0
RPI_Troy_NY,other,2017.0
SCU-WestChina,other,2017.0
SCUT-China_A,other,2017.0
SCUT-FSE-CHINA,other,2017.0
SCU_China,other,2017.0
SDSZ-China,other,2017.0
SDU-Denmark,other,2017.0
SDU_CHINA,other,2017.0
SECA_NZ,other,2017.0
Shanghaitech,other,2017.0
Sheffield,other,2017.0
Shenzhen_SFLS,other,2017.0
SHSBNU_China,other,2017.0
SIAT-SCIE,other,2017.0
SiCAU-China,other,2017.0
SJTU-BioX-Shanghai,other,2017.0
SJTU-Software,other,2017.0
SMS_Shenzhen,other,2017.0
SSTi-SZGD,other,2017.0
Stanford-Brown,other,2017.0
Stockholm,other,2017.0
Stony_Brook,other,2017.0
Stuttgart,other,2017.0
SUIS_Alpha_Shanghai,other,2017.0
SUSTech_Shenzhen,other,2017.0
SVCE_CHENNAI,other,2017.0
Sydney_Australia,other,2017.0
SYSU-CHINA,other,2017.0
SYSU-Software,other,2017.0
Szeged_SA_RMG,other,2017.0
SZU-China,other,2017.0
Tartu_TUIT,other,2017.0
TAS_Taipei,other,2017.0
TCFSH_Taiwan,other,2017.0
Tec-Chihuahua,other,2017.0
TecCEM,other,2017.0
TECHNION-ISRAEL,other,2017.0
TecMonterrey_GDA,other,2017.0
Tel-Hai,other,2017.0
Tianjin,other,2017.0
TJU_China,other,2017.0
TMMU-China,other,2017.0
TNCR_Korea,other,2017.0
TokyoTech,other,2017.0
Tongji_China,other,2017.0
Toronto,other,2017.0
TP-CC_San_Diego,other,2017.0
Tsinghua,other,2017.0
Tsinghua-A,other,2017.0
TU-Eindhoven,other,2017.0
TUDelft,other,2017.0
Tuebingen,other,2017.0
TUST_China,other,2017.0
TU_Darmstadt,other,2017.0
TU_Dresden,other,2017.0
UAlberta,other,2017.0
UCAS,other,2017.0
UCC_Ireland,other,2017.0
UChicago,other,2017.0
UChile_Biotec,other,2017.0
UChile_OpenBio-CeBiB,other,2017.0
UCL,other,2017.0
UCLouvain,other,2017.0
UConn,other,2017.0
UCopenhagen,other,2017.0
UCSC,other,2017.0
UC_San_Diego,other,2017.0
UESTC-China,other,2017.0
UFlorida,other,2017.0
UGA-Georgia,other,2017.0
UiOslo_Norway,other,2017.0
UIOWA,other,2017.0
UIUC_Illinois,other,2017.0
ULaVerne_Collab,other,2017.0
UMaryland,other,2017.0
UNBC-Canada,other,2017.0
UNC-Asheville,other,2017.0
UNebraska-Lincoln,other,2017.0
UNIFI,other,2017.0
UNOTT,other,2017.0
uOttawa,other,2017.0
UPMC_PARIS,other,2017.0
Uppsala,other,2017.0
UrbanTundra_Edmonton,other,2017.0
USMA-West_Point,other,2017.0
USNA_Annapolis,other,2017.0
USP-Brazil,other,2017.0
USTC,other,2017.0
USTC-Software,other,2017.0
UST_Beijing,other,2017.0
US_AFRL_CarrollHS,other,2017.0
UT-Knoxville,other,2017.0
Utrecht,other,2017.0
U_of_Guelph,other,2017.0
Valencia_UPV,other,2017.0
Vilnius-Lithuania,other,2017.0
Virginia,other,2017.0
Wageningen_UR,other,2017.0
Warwick,other,2017.0
Washington,other,2017.0
WashU_StLouis,other,2017.0
Waterloo,other,2017.0
Westminster_UK,other,2017.0
WHU-China,other,2017.0
William_and_Mary,other,2017.0
WLC-Milwaukee,other,2017.0
Worldshaper-Nanjing,other,2017.0
Worldshaper-Wuhan,other,2017.0
Worldshaper-XSHS,other,2017.0
WPI_Worcester,other,2017.0
XJTLU-CHINA,other,2017.0
XMU-China,other,2017.0
York,other,2017.0
ZJU-China,other,2017.0
ZJUT-China,other,2017.0
non-iGEM research groups,other,2017.0
another team's BioBrick Part or Device,other,2017.0
a construct,other,2017.0
another team's system,other,2017.0
another team's software,other,2017.0
another team's hardware project,other,2017.0
a high-school team,other,2017.0
HKUST,Hong_Kong_HKUST,2017.0
CUHK,Hong_Kong-CUHK,2017.0
UCCKE,Hong_Kong_UCCKE,2017.0
LPSS,Hong_Kong_CUHK,2017.0
SUSTech iGEM 2017 team,SUSTech_Shenzhen,2017.0
DIYBIO HK,Hong_Kong_HKU,2017.0
Dr. Tanner,other,2017.0
SCUT-China-A,SCUT-China_A,2017.0
SCAU-CHINA,SiCAU-China,2017.0
Worldshaper - Wuhan,Worldshaper-Wuhan,2017.0
WPI_Worcester Team,WPI_Worcester,2017.0
Paris Evry,Evry_Paris-Saclay,2017.0
Centre for Research and Interdisciplinarity (CRI) Faculty of Medicine Cochin Port-Royal South wing 2nd floor Paris Descartes University,other,2017.0
bettencourt.igem2017@gmail.com,other,2017.0
Team Gifu,Gifu,2017.0
Chung Cheng University,CCU_Taiwan,2017.0
pectinase,other,2017.0
Nordic iGEM Conference (NIC) in Copenhagen,other,2017.0
other Swedish teams during iGEM run,other,2017.0
Stockholm team in organizing a panel discussion,Stockholm,2017.0
iGEM Lund,Lund,2017.0
teams from Sweden,Linkoping_Sweden,2017.0
Denmark,DTU-Denmark,2017.0
and Finland,other,2017.0
iGEM Stockholm,Stockholm,2017.0
Fudan University,Fudan,2017.0
college team,other,2017.0
East Chapel Hill High school team,East_Chapel_Hill,2017.0
Peshawar 2017,Peshawar,2017.0
UNBC 2017,UNBC-Canada,2017.0
igemusp(Brazil) team,other,2017.0
British_Columbia IGEM team,British_Columbia,2017.0
UiOslo_Norway,UiOslo_Norway,2017.0
Bordeaux team,Bordeaux,2017.0
REC_CHENNAI,REC-CHENNAI,2017.0
LUND,Lund,2017.0
NAWI_GRAZ,NAWI_Graz,2017.0
Stony Brook,Stony_Brook,2017.0
Leuven,KU_Leuven,2017.0
UCAS iGEM team,UCAS,2017.0
CPU CHINA,CPU-China,2017.0
CSU Fort Collins,CSU_Fort_Collins,2017.0
Macquarie University,Macquarie_Australia,2017.0
Chung Cheng University,CCU_Taiwan,2017.0
TEC-CHIHUAHUA team,Tec-Chihuahua,2017.0
Jilin China,Jilin_China,2017.0
DU Dresden,TU_Dresden,2017.0
Technion Israel,TECHNION-ISRAEL,2017.0
KU Leuven,KU_Leuven,2017.0
Tel Hai,Tel-Hai,2017.0
SMS China,other,2017.0
iGEM Berlin diagnostX,Berlin_diagnostX,2017.0
iGEM Bielefeld-CeBiTec,Bielefeld-CeBiTec,2017.0
iGEM Graz,NAWI_Graz,2017.0
