team,year,text,edge,target,context,Notes,direction,Flag
CUNY_Kingsborough,2018,"Team:CUNY Kingsborough/Collaborations
Project
Background Design Experiments Results
Modeling
Overview Modeling 101 Light Operon Turing Patterns CRISPR-Cas13a
Human Practices
Human Practices Public Engagement
Team
Team Members Collaborations Attributions
Top
Collaborations
Data Collection for the EtBr Spot Protocol
We want our standard curve to be able to predict concentrations from varying levels of pixel intensity. In order to do so, we needed a larger and more diverse dataset. So we asked iGEM teams to perform the following task: dilute 1 uL of DNA of an unknown concentration into 9 uL EtBr (1 ng/uL), photograph the samples under UV light, and send us the images. Using ImageJ®, we compared the pixel intensity of the sample with a known DNA concentration to the predicted pixel intensity based on our standard curve. Special thanks to HD Resolution from the US and Tec de Monterrey_Gdl from Mexico!
Predicting Collateral Cleavage Activity of Cas13a
Cas9 - a cleaving RNA in CRISPR technology
We collaborated with the Columbia University iGEM Team to help them model the collateral cleavage activity of Cas13a, an enzyme used to cleave RNA in CRISPR technology. Our team provided the base system of equations and simulated the equations. See the details here.
Exchanging Ideas
Thanks to the HD Resolution Team in NYC, USA, we collaborated to host an event to present our projects to each other. They learned about the EtBr Spot Protocol and the light operon and we learned about their goal to cure Huntington's Disease. It was a great experience!
Credits to Team HD Resolution",TRUE,ColumbiaNYC,Work,Provided and simulated equations - hints at work but not very descriptive,st,Check
Paris_Bettencourt,2018,"Team:Paris Bettencourt/Collaborations
Project  
Human Practices
Applied Design
Design
Production
Testing 
Active Testing
Biocompatibility Testing
Modeling
Optimization
Public Engagement
Software  
AMP Designer Overview
AMP Forest
AMP Evolver
Result
Judging 
Medal Criteria
Key Results
BioBricks
InterLab
Team  
Members
Collaborations
Attributions
Lab Notebook
Acknowledgements
@iGEM_Paris
The Cell-Free Interlab Study
Cell-free expression platforms allow the production of proteins from DNA without live cells by making use of modified cell lysates. Their application is increasingly popular in synthetic biology where they allow fast iteration of design-build-test cycles of genetic parts and gene circuits. Now is the time to prepare for the widespread adoption of cell-free methods by iGEM teams.
Following into the footsteps of the iGEM interlab study, we prepared a pilot-scale interlab study to test the variation of cell-free expression systems between labs. This was made possible by our generous sponsor Arbor Biosciences, who provided the myTXTL cell-free expression system to our team and others.
Results
Preparation of the cell-free interlab protocol
We selected a GFP expressing plasmid (BBa_I20270) from the iGEM 2018 distribution kit and used pTXTL-p70a-deGFP as an optimized plasmid for high cell-free expression of GFP. We prepared a standard protocol to distribute to participating teams. Our protocol makes use of fluorescein as a fluorescence standard, allowing measurements to be compared across labs.
Distribution of the cell-free interlab protocol
We recruited team GIFU iGEM from Japan to participate in this study with us. Thanks to GIFU iGEM for their patience and great work!
Interlab variation in cell-free expression yields
Figure 1. Comparison between cell-free expression of GFP between Paris_Bettencourt (A) and GIFU (B).GFP fluorescence measurements were made at 0 hour and 15 hours of cell-free expression. The values presented here are normalized to respective fluorescein calibration curves prepared by the teams.
As observed from figure 1 (A) and (B) the high expression plasmid (pTXTL-p70a-deGFP)  gives comparatively similar magnitude of fluorescence, indicating a low variability of the cell-free expression system. However we do see a difference in the magnitude of low expression GFP plasmid (BBa_I20270), which could be a result of difference in the way we cloned,",TRUE,Gifu,Work,GIfu did interlab with bettencourt and shared data after validating their protocols,ts,
TU_Dresden,2017," way to start the evening before going to the bars in the town.
Tortilla Party and evening activities
According to our sustainability goals of iGEM goes green we greatly reduced the amount of meat provided for the Tortilla Party and invested in vegetable and soya fillings with various delicious dips instead. Furthermore, we avoided the use of disposable tableware and provided public transport tickets for the teams during the Meetup.
See more on our iGEM goes green page.
Guest Speakers
Prof. Dr. Thorsten Mascher
Chair of General Microbiology (TU Dresden)
Dr. Mascher is the supervisor of the TU Dresden iGEM team and serial competitor in iGEM, leading the LMU Munich teams in the past. His research focuses on Bacillus subtilis, a spore-producing bacterium, and focuses on gene networks and systems biology. His talk discussed B. subtilis as a model organism and his previous endeavors in iGEM competitions.
Marcel Thiele
Promega Represenative
Mr. Thiele is the Dresden regional representative for Promega. He gave an interesting presentation discussing hints and pitfalls when performing RT-qPCR to get optimal results.
Prof. Dr. Hans-Georg Braun
Institute of Biofunctional Polymer Materials (IPF)
Dr. Braun is a professor at the Leibniz Institute for Polymer Research in Dresden and his research focuses on micro- and nanostructuring techniques for polymers and liquids. His presentation focused on the self-assembly of diphenylalanine motifs and its mechanism as well as discussing his experiences in judging and supervising a team in a different biology competition.
Teams
9 Teams attended the German-wide Meetup:
Aachen
Berlin_diagnostX
Bielefeld-CeBiTec
Cologne-Duesseldorf
TU Darmstadt
Franconia
Freiburg
Munich
Potsdam
Conclusion
The meetup was important for many reasons as it created an environment of collaboration for the teams, a pillar of the iGEM competition. With the time during the speed dating and the workshops, strong bonds were made between the iGEMers that will help for the competition but also for future endeavors after the iGEM Giant Jamboree. The experience for our team to set up this big event is also valuable as it takes a team effort in multiple areas, fundraising, planning and scheduling, getting guest speakers. It was all worth it in the end as the teams enjoyed themselves and we shared a lot of laughs. We can’t wait to see you all at the Jamboree",TRUE,"Aachen, Berlin_diagnostX, Bielefeld-CeBiTec, Cologne-Duesseldorf, TU_Darmstadt, Franconia, Freiburg, Munich, Potsdam",Meetup,,,
Tsinghua,2015,"Team:Tsinghua/Collaborations
HOME
TEAM
PROJECT
Description
Design
Experiments & Results
PARTS
Team Parts
Basic Parts
Composite Parts
NOTEBOOK
Lablog
Protocol
HARDWARE
MODELING
HUMAN PRACTICES
COLLABORATIONS
ATTRIBUTIONS
SAFETY
Collaboration
Every member from our team owns a positive  attitude towards team collaboration. We had enjoyable collaboration with team  SJTU, SYSU and Tsinghua A.
During our initial seek for an idea project, SJTU  provided us several plasmids containing the light system because they have used  similar proteins before. Apart from sharing similar parts with them, we also  invited two students from SJTU to Tsinghua University for a visit when they  came to Beijing in August. They said that they had a good time in the campus  and looked forward to better cooperation with us.
We are also grateful that SYSU later began to  collaborate with us after a conference in Taiwan. They kindly shared their  plasmids encoding recombinase with us. Besides this, we also held a meet-up in  Beijing in August, during which we not only discussed the technical obstacles  we encountered before but also shared useful tips for later experiments. As an  exchange, we spotted out several wrong description or sequencing errors in  their plasmids, which at first might be misleading.
The collaboration with Tsinghua-A was a bit late,  but of great help to us – we provided them a hardware prototype and asked for  their advices, and indeed they provided us very useful feedbacks. Besides,  their senior advisor pointed out a potential problem for us. As the only two  iGEM teams in our university this year, we believe this collaboration is  necessary.
Feedback from Tsinghua-A IGEM team on the usage of our hardware can be found here: https://2015.igem.org/Team:Tsinghua-A#collabration
________________________________________________________________________________________________________________________",TRUE,SJTU-BioX-Shanghai,"Material Transfer, Meetup",SJTU shared plasmids for tsinghua,ts,
Tsinghua,2015,"Team:Tsinghua/Collaborations
HOME
TEAM
PROJECT
Description
Design
Experiments & Results
PARTS
Team Parts
Basic Parts
Composite Parts
NOTEBOOK
Lablog
Protocol
HARDWARE
MODELING
HUMAN PRACTICES
COLLABORATIONS
ATTRIBUTIONS
SAFETY
Collaboration
Every member from our team owns a positive  attitude towards team collaboration. We had enjoyable collaboration with team  SJTU, SYSU and Tsinghua A.
During our initial seek for an idea project, SJTU  provided us several plasmids containing the light system because they have used  similar proteins before. Apart from sharing similar parts with them, we also  invited two students from SJTU to Tsinghua University for a visit when they  came to Beijing in August. They said that they had a good time in the campus  and looked forward to better cooperation with us.
We are also grateful that SYSU later began to  collaborate with us after a conference in Taiwan. They kindly shared their  plasmids encoding recombinase with us. Besides this, we also held a meet-up in  Beijing in August, during which we not only discussed the technical obstacles  we encountered before but also shared useful tips for later experiments. As an  exchange, we spotted out several wrong description or sequencing errors in  their plasmids, which at first might be misleading.
The collaboration with Tsinghua-A was a bit late,  but of great help to us – we provided them a hardware prototype and asked for  their advices, and indeed they provided us very useful feedbacks. Besides,  their senior advisor pointed out a potential problem for us. As the only two  iGEM teams in our university this year, we believe this collaboration is  necessary.
Feedback from Tsinghua-A IGEM team on the usage of our hardware can be found here: https://2015.igem.org/Team:Tsinghua-A#collabration
________________________________________________________________________________________________________________________",TRUE,SYSU_China,"Material Transfer, Meetup",SYSU shared plasmids for tsinghua,ts,
Tsinghua,2015,"Team:Tsinghua/Collaborations
HOME
TEAM
PROJECT
Description
Design
Experiments & Results
PARTS
Team Parts
Basic Parts
Composite Parts
NOTEBOOK
Lablog
Protocol
HARDWARE
MODELING
HUMAN PRACTICES
COLLABORATIONS
ATTRIBUTIONS
SAFETY
Collaboration
Every member from our team owns a positive  attitude towards team collaboration. We had enjoyable collaboration with team  SJTU, SYSU and Tsinghua A.
During our initial seek for an idea project, SJTU  provided us several plasmids containing the light system because they have used  similar proteins before. Apart from sharing similar parts with them, we also  invited two students from SJTU to Tsinghua University for a visit when they  came to Beijing in August. They said that they had a good time in the campus  and looked forward to better cooperation with us.
We are also grateful that SYSU later began to  collaborate with us after a conference in Taiwan. They kindly shared their  plasmids encoding recombinase with us. Besides this, we also held a meet-up in  Beijing in August, during which we not only discussed the technical obstacles  we encountered before but also shared useful tips for later experiments. As an  exchange, we spotted out several wrong description or sequencing errors in  their plasmids, which at first might be misleading.
The collaboration with Tsinghua-A was a bit late,  but of great help to us – we provided them a hardware prototype and asked for  their advices, and indeed they provided us very useful feedbacks. Besides,  their senior advisor pointed out a potential problem for us. As the only two  iGEM teams in our university this year, we believe this collaboration is  necessary.
Feedback from Tsinghua-A IGEM team on the usage of our hardware can be found here: https://2015.igem.org/Team:Tsinghua-A#collabration
________________________________________________________________________________________________________________________",TRUE,Tsinghua_A,Material Transfer,Provided hardware to 'A' ,st,
Tsinghua,2015,"Team:Tsinghua/Collaborations
HOME
TEAM
PROJECT
Description
Design
Experiments & Results
PARTS
Team Parts
Basic Parts
Composite Parts
NOTEBOOK
Lablog
Protocol
HARDWARE
MODELING
HUMAN PRACTICES
COLLABORATIONS
ATTRIBUTIONS
SAFETY
Collaboration
Every member from our team owns a positive  attitude towards team collaboration. We had enjoyable collaboration with team  SJTU, SYSU and Tsinghua A.
During our initial seek for an idea project, SJTU  provided us several plasmids containing the light system because they have used  similar proteins before. Apart from sharing similar parts with them, we also  invited two students from SJTU to Tsinghua University for a visit when they  came to Beijing in August. They said that they had a good time in the campus  and looked forward to better cooperation with us.
We are also grateful that SYSU later began to  collaborate with us after a conference in Taiwan. They kindly shared their  plasmids encoding recombinase with us. Besides this, we also held a meet-up in  Beijing in August, during which we not only discussed the technical obstacles  we encountered before but also shared useful tips for later experiments. As an  exchange, we spotted out several wrong description or sequencing errors in  their plasmids, which at first might be misleading.
The collaboration with Tsinghua-A was a bit late,  but of great help to us – we provided them a hardware prototype and asked for  their advices, and indeed they provided us very useful feedbacks. Besides,  their senior advisor pointed out a potential problem for us. As the only two  iGEM teams in our university this year, we believe this collaboration is  necessary.
Feedback from Tsinghua-A IGEM team on the usage of our hardware can be found here: https://2015.igem.org/Team:Tsinghua-A#collabration
________________________________________________________________________________________________________________________",TRUE,Tsinghua_A,Advice,,ts,
Leiden,2016,"Team:Leiden/Collaborations
iGEM Leiden Wiki : Collaborations
Collaborations
During the project we collaborated with many iGEM teams, institutions and organizations, as visualised on the above shown map.
The iGEM team Copenhagen performed a series of experiments in a Martian chamber to assess survival under Martian conditions. This Martian chamber made it possible to test the survival of wildtype bacteria in different conditions similar to the environment on Mars, for example radiation, low pressure and high levels of CO2. For our project, it was very interesting to know whether our E. coli bacteria would survive on the surface on Mars in the worst case scenario they would escape their contained environment of the bioreactor. [LINK] The Copenhagen team therefore tested for us what the effect of the low pressure atmosphere is on bacteria. The team exposed E. coli-strain DH5α, which we used to transfer our detoxification system to, to the pressure levels present on Mars, which is between 0.5 ad 0.7 kPa. Then, they measured optical density (OD) to study how many of the bacteria were still alive. Their results, though very small in sample size, suggest that E. coli has very low, if any survival at all. Thereby, the rod-shaped bacteria seemed to show a slightly shorter and thinner, more rod-shaped phenotype under a reduced pressure of 0.5 kPa in comparison to these bacteria grown under normal air pressure (1 kPa). This shows us again, just as in the Random Positioning Machine [LINK], that Martian conditions certainly will have an effect on our bacteria on Mars.
Figure 1: The martian chamber
Figure 2: Low pressure chambers
Still, there was one condition their Martian chamber wasn't able to test that we could provide the Copenhagen team with: the reduced gravity on Mars, which is only 38% of the Earth's gravity. By using the Random Positioning Machine, which rotates the samples inside in a pre-programmed way such that it only experiences a part of the Earth's gravity level (normally 1g), which you can vary between 0g and 0.9g. We were able to show that Bacillus subtilus 168 and Synechococcus elongatus PCC 7942 grow to higher densities in simulated Martian gravity (0.38g) in comparison to bacteria under the Earth's gravity on the same time interval. This experiment showed thus that their bacteria would survive the gravity levels on Mars and might even experience growth-benefits from it, which is highly",TRUE,UNIK_Copenhagen,Work,Copenhagen team performed experiments for Leiden,ts,
UCAS,2017," LED light bead were checked. And we conducted experiments to simulate the expected working condition of our hardware, to inquiry whether it functions well when floating in the ponds.
Filter membrane
To test the effect of the filter membrane, 2mL bacterial suspension flew pass the pump, and the absorbance at OD600 was tested by a spectrophotometer. LB medium was test as control group. And for each type of membrane we repeated for 3 times.(MEASURE-2/3)
Original OD600
1
2
3
0.45μm
1.505
0.001
0.005
0.002
0.22μm
1.505
0.000
0.019
0.554*
In the experiment we found that parafilm is not strong enough to seal the joint. In the third test for 0.22μm membrane, some liquid leak from the gap and flow into the collection tube, making the outcome rather strange.
Considering that we will applied immobilized bacteria for application, which means there will be quite rare bacteria in the water after detection process, we believe it is reasonable to applied a 0.45μm filter membrane once we solve the leakage problem.
Pumps
For pumping water into and out the detecting cell, we chose two Kamoer peristaltic pumps NKP-DE-S04. We measured that, when powered by Arduino Nano (5V output), the voltage across the pump is 5.40V, while the current intensity is 0.22A. (pic1.pump v/pic2.pump a)
Also we measured the pumping speed under the same condition. Pumping 50mL water cost 3’54’’ on average, and it means the pump should work approximately 7 seconds each time to pump 1.5-2mL water, filling the detecting cell.
Another flow velocity experiment was conducted using 0.45μm and 0.22μm filter membrane. Different membranes were installed at the end of pump pipe and the joint was sealed with parafilm. It took 3’41’’ for 50mL water to flow past the 0.45μm membrane and 3’35’’ for 0.22μm membrane. (MEASURE-1)
LED
A 585nm-595nm 1W LED light bead, with the rated voltage around 2.0v, is applied in our hardware. Two 1kΩ resistors were put in parallel with the LED to",FALSE,,,,,
BGU_ISRAEL,2016," groups working with the same enzymes as KoreaSonyeod team. Therefore, we offered KoreaSonyeod to makes rational mutations in order to stabilize the protein and improve the enzyme activity by using the algorithm from Dr, Sarel Flishman, the Weizmann Institute, Israel. Upon their request, we sent them the structures and sequences of our 7 variants of the PETase protein that we have synthesized  and characterized their of activity compare to the wild type protein.
The Technion - Israel
We collaborated with the Technion in a scientific way and also, we participated in a mini Jamboree hosted by the Technion team.
The scientific way:
Description:
""Chemotaxis is the movement of bacteria in response to chemical stimuli. This process is mediated by chemoreceptors – membrane proteins that bind to different substances with high specificity. Project S.Tar offers a way to harness the chemotaxis system. By changing the ligand binding domain of the E. Coli Tar-chemoreceptor, we show that bacteria can be programmed to respond to different substances. As an implementation of our system we introduce a novel method for the detection of materials, such as pollutants and allergens, using a microfluidics chip. The chip’s design provides signal amplification while maintaining user-friendly experience.""
We learned that their project is about chemotaxis applied in E. coli. After reading articles about P. putida kt2440, we discovered that P. putida kt2440 has a similar chemotaxis mechanism as the E. coli used by the Technion (Ditty et al 1998). The Technion team offered to improve our Bacterium's chemotaxis mechanism though a their developed systemthat makes a specific mutation in the domains of the receptor. By making mutations, they can  change the receptor  that will bind the desired ligand . In our design system, the LC cutinase breaks  PET's first bond into two products- Terephthalic acid and ethylene glycol. The products are then consumed by either P. putida kt2440 or E. coli. Terephthalic acid is transferred into P. putida kt2440 by tripartite tricarboxylate transporter and Ethylene glycol is diffused into E. coli.Therefore, we chose to use these two products as ligands to designed improved receptors by the Technion's team. As a result, the bacterium is expected to  detect these products in the solvent and migrate towards them overcoming the diffusion's limiting rate. This mechanism can expedite the degradation rate of",TRUE,KoreaSonyeodul,Material Transfer,Could be work - but some grammatical incoherence,st,Check
BGU_ISRAEL,2016," groups working with the same enzymes as KoreaSonyeod team. Therefore, we offered KoreaSonyeod to makes rational mutations in order to stabilize the protein and improve the enzyme activity by using the algorithm from Dr, Sarel Flishman, the Weizmann Institute, Israel. Upon their request, we sent them the structures and sequences of our 7 variants of the PETase protein that we have synthesized  and characterized their of activity compare to the wild type protein.
The Technion - Israel
We collaborated with the Technion in a scientific way and also, we participated in a mini Jamboree hosted by the Technion team.
The scientific way:
Description:
""Chemotaxis is the movement of bacteria in response to chemical stimuli. This process is mediated by chemoreceptors – membrane proteins that bind to different substances with high specificity. Project S.Tar offers a way to harness the chemotaxis system. By changing the ligand binding domain of the E. Coli Tar-chemoreceptor, we show that bacteria can be programmed to respond to different substances. As an implementation of our system we introduce a novel method for the detection of materials, such as pollutants and allergens, using a microfluidics chip. The chip’s design provides signal amplification while maintaining user-friendly experience.""
We learned that their project is about chemotaxis applied in E. coli. After reading articles about P. putida kt2440, we discovered that P. putida kt2440 has a similar chemotaxis mechanism as the E. coli used by the Technion (Ditty et al 1998). The Technion team offered to improve our Bacterium's chemotaxis mechanism though a their developed systemthat makes a specific mutation in the domains of the receptor. By making mutations, they can  change the receptor  that will bind the desired ligand . In our design system, the LC cutinase breaks  PET's first bond into two products- Terephthalic acid and ethylene glycol. The products are then consumed by either P. putida kt2440 or E. coli. Terephthalic acid is transferred into P. putida kt2440 by tripartite tricarboxylate transporter and Ethylene glycol is diffused into E. coli.Therefore, we chose to use these two products as ligands to designed improved receptors by the Technion's team. As a result, the bacterium is expected to  detect these products in the solvent and migrate towards them overcoming the diffusion's limiting rate. This mechanism can expedite the degradation rate of",TRUE,Technion_Israel,"Meetup, Work",Technion characterised the part of bgu - performed other experiments which construe work,ts,
ZJUT-China,2018,"Team:ZJUT-China/Collaborations
Team:ZJUT-China - 2018.igem.org
Loading menubar.....
Team:ZJUT-China
Home
Team
Team Members Attributions Collaborations
Project
Description Design Results Demonstrate
Parts
All parts Improve
Lab
Notebook Protocols Safety Interlab
Human Practices
Integrated hp Public Engagement & Education
Modeling
Judging
Collaborations
As we all know, iGEM is a team competition. It needs us not only to work in our own team, but also to cooperate with other teams. This year, ZJUT-China has cooperated with Beijing Institute of Technology, Beijing Normal University, Zhejiang University and the Chinese University of Hong Kong in different degrees of all wet experiments, modeling and human practice. In the process of working with other schools, we constantly improved our own project and helped with other teams’ projects.
BNU-China
On April 1, 2018, we came to Beijing Normal University to communicate with BNU-China. We shared experience in project innovation and team management. BNU has given us a lot of valuable advice. In addition, we are actively seeking collaboration on projects. Fortunately, this year's BNU-China’s project wants to achieve a self-enrichment system that replaces traditional antibiotic screening to reduce the use of antibiotics. And our project is working on solving the problem of superbugs. So we found the opportunity to collaborate. In order to make the government and the public aware that biology lab may exacerbate issue on superbug, we have jointly drafted a manifesto calling on the government and the public to pay attention to biosafety issues and improve relevant laws. It is hoped that through our efforts, the current status of bacterial resistance will be changed.
BIT
On May 31, 2018, we came to Beijing Institute of Technology to communicate with BIT. During the meet-up, we shared experience in team member selection, team management, modeling, and experimental skills training. This is very helpful for us who have only one-year's experience of iGEM competition. In addition, we have established long-term online contact to discuss issues we encountered during the competition.       BIT also gave us a lot help in the process of perfecting our project. In order to improve the performance of our light-controlled system, BIT presented us a plasmid containing BBa_K2305016 after we actively discussed problems with them. We applied this part to our light control system and made a positive attempt to improve our parts/project.
Finally, thanks again for the help",TRUE,BNU-China,Advice,,ts,
ZJUT-China,2018,"Team:ZJUT-China/Collaborations
Team:ZJUT-China - 2018.igem.org
Loading menubar.....
Team:ZJUT-China
Home
Team
Team Members Attributions Collaborations
Project
Description Design Results Demonstrate
Parts
All parts Improve
Lab
Notebook Protocols Safety Interlab
Human Practices
Integrated hp Public Engagement & Education
Modeling
Judging
Collaborations
As we all know, iGEM is a team competition. It needs us not only to work in our own team, but also to cooperate with other teams. This year, ZJUT-China has cooperated with Beijing Institute of Technology, Beijing Normal University, Zhejiang University and the Chinese University of Hong Kong in different degrees of all wet experiments, modeling and human practice. In the process of working with other schools, we constantly improved our own project and helped with other teams’ projects.
BNU-China
On April 1, 2018, we came to Beijing Normal University to communicate with BNU-China. We shared experience in project innovation and team management. BNU has given us a lot of valuable advice. In addition, we are actively seeking collaboration on projects. Fortunately, this year's BNU-China’s project wants to achieve a self-enrichment system that replaces traditional antibiotic screening to reduce the use of antibiotics. And our project is working on solving the problem of superbugs. So we found the opportunity to collaborate. In order to make the government and the public aware that biology lab may exacerbate issue on superbug, we have jointly drafted a manifesto calling on the government and the public to pay attention to biosafety issues and improve relevant laws. It is hoped that through our efforts, the current status of bacterial resistance will be changed.
BIT
On May 31, 2018, we came to Beijing Institute of Technology to communicate with BIT. During the meet-up, we shared experience in team member selection, team management, modeling, and experimental skills training. This is very helpful for us who have only one-year's experience of iGEM competition. In addition, we have established long-term online contact to discuss issues we encountered during the competition.       BIT also gave us a lot help in the process of perfecting our project. In order to improve the performance of our light-controlled system, BIT presented us a plasmid containing BBa_K2305016 after we actively discussed problems with them. We applied this part to our light control system and made a positive attempt to improve our parts/project.
Finally, thanks again for the help",TRUE,BNU-China,Work,Created a collaborative document,,
ZJUT-China,2018,"Team:ZJUT-China/Collaborations
Team:ZJUT-China - 2018.igem.org
Loading menubar.....
Team:ZJUT-China
Home
Team
Team Members Attributions Collaborations
Project
Description Design Results Demonstrate
Parts
All parts Improve
Lab
Notebook Protocols Safety Interlab
Human Practices
Integrated hp Public Engagement & Education
Modeling
Judging
Collaborations
As we all know, iGEM is a team competition. It needs us not only to work in our own team, but also to cooperate with other teams. This year, ZJUT-China has cooperated with Beijing Institute of Technology, Beijing Normal University, Zhejiang University and the Chinese University of Hong Kong in different degrees of all wet experiments, modeling and human practice. In the process of working with other schools, we constantly improved our own project and helped with other teams’ projects.
BNU-China
On April 1, 2018, we came to Beijing Normal University to communicate with BNU-China. We shared experience in project innovation and team management. BNU has given us a lot of valuable advice. In addition, we are actively seeking collaboration on projects. Fortunately, this year's BNU-China’s project wants to achieve a self-enrichment system that replaces traditional antibiotic screening to reduce the use of antibiotics. And our project is working on solving the problem of superbugs. So we found the opportunity to collaborate. In order to make the government and the public aware that biology lab may exacerbate issue on superbug, we have jointly drafted a manifesto calling on the government and the public to pay attention to biosafety issues and improve relevant laws. It is hoped that through our efforts, the current status of bacterial resistance will be changed.
BIT
On May 31, 2018, we came to Beijing Institute of Technology to communicate with BIT. During the meet-up, we shared experience in team member selection, team management, modeling, and experimental skills training. This is very helpful for us who have only one-year's experience of iGEM competition. In addition, we have established long-term online contact to discuss issues we encountered during the competition.       BIT also gave us a lot help in the process of perfecting our project. In order to improve the performance of our light-controlled system, BIT presented us a plasmid containing BBa_K2305016 after we actively discussed problems with them. We applied this part to our light control system and made a positive attempt to improve our parts/project.
Finally, thanks again for the help",TRUE,BIT,"Meetup, Material Transfer, Advice",BIT offered them plasmids and general advice on their project,ts,
East_Chapel_Hill,2017," the public with a wide array of activities relating to the STEM field. The kits are assembled by a team of science educators, researchers, and scientists who are passionate about bringing modern day topics related to science, technology, and their societal implications to the discussion table so that the public can have these important conversations. Building with Biology’s mission is very similar to the our Human Practice’s mission: which is to go beyond the laboratory and delve into the underlying issues of projects in a social/environmental context. We worked all night and morning to research and rewrite the material, replacing all the information relating to Malaria with that relating to Zika. After multiple rough drafts and finalizations, we put the updated kit to action! Each team (Gaston, East, and Duke) hosted a Building with Biology Event where the materials were allocated to participants and discussion ensued. We used these events to gauge the level of awareness, and knowledge, the public currently has about Zika.",TRUE,"Gaston_Day_School, Duke",Work,co organised HP events with the target teams,,
Aachen,2016," ONBY into the wildtype structure (PDB accession number: 3WHI ). The structure was subsequently energy minimized using GROMACS 5.0.3 in TIP3P water and after equilibration simulated over 50 ns resulting in 5001 conformations. We applied similar conditions to the wildtype protein.
The RMSD (root mean square deviation) over all frames in regard to the initial conformation was computed for both structures (figure 10).
Figure 10: RMSD of subtilisin E wildtype (red) and the mutation variant (blue) in regard to the initial conformation.
The conformation with the smallest RMSD towards the consensus structure was chosen to represent the overall conformation (figure 11).
Figure 11: Overlay of subtilisin E wildtype (red) and mutant variant (yellow). The mutated amino acid sidechain is displayed as blocks in PyMOL.
It is evident that there is no relevant difference between the wildtype structure and the mutant variant. Therefore we can conclude that the incorporation of ONBY at tyrosine 77 is not sufficient to alter the structure. This can be traced to the fact that ONBY is introduced at a surface position.
The counterpart of this collaboration can be seen on iGEM TU Darmstadt's wiki .
Link to our website
Wiki 2014 Aachen
Wiki  2015 Aachen
igem@rwth-aachen.de",TRUE,TU_Darmstadt,Other,Incomplete chunk,,
SYSU-MEDICINE,2016,"Team:SYSU-MEDICINE/Collaborations
Toggle navigation
SYSU-MEDICINE
HOME
PROJECT
Description
Results
Protocol
Notebook
For Judgement
Proof of Concept
Demonstrate
HUMAN PRACTICES
Our Story
Interview
Ethics
Legislation
Products
For Judgement
Silver
Gold
Integrated Practices
Engagement
MODELING
TEAM
Team
Attributions
Collaborations
PARTS
Parts
Basic Parts
Composite Parts
Part Collection
SAFETY
JUDGING
Collaboration
As a hallmark of iGEM, collaboration has been an important part to strengthen contacts and promote friendships with other teams. In 2016 iGEM, we, SYSU-MEDICINE, communicated with several teams and gained a lot.
ShanghaiTechChina_B
AHUT_China and NAU-China
Newsletter held by XMU-China
NEU-China
TMMU_China
CCiC
SYSU_China
Collaboration with Team ShanghaiTechChina_B
· Team ShanghaiTechChina_B aimed to confirm the therapeutic effect of the over-expression epidermal growth factor (EGF) on E.coli in colitis microenvironment and hoped to utilize the peptide EGF secreted by the engineered bacteria to repair the colon tissue in patients.
· Our team established the inflammatory bowel disease (IBD) model to confirm the homing capability of the modified bone marrow derived mesenchymal stem cells (MSCs).
As a result, we assisted Team ShanghaiTechChina_B with animal model establishment to confirm the function of EGF derived from modified E.coli to prove the effect of the peptide in vivo.
Experiment Design
During the competition, we received the purified EGF peptide expressed by the engineered bacteria from Team ShanghaiTechChina_B. We established the IBD mice model and injected the EGF solution into the colon by cocolysis.
We referred to the related article to select the effective way (TNBS) to establish the model and examine the effect of EGF.[1][2]After IBD mice model establishment,
1. Selected several similar mice and weighed them on the second day of fasting.
2. Chose half of them for EGF solution enema as an experiment group, and the rest of them were dealt with normal saline as the control group.
3. Weighed each of them at the same time every day.
4. After the fifth day, sacrificed the mice by cervical dislocation and measured the length of colons.
Experiment Results
Table of Mice Weight
",TRUE,ShanghaiTechChina_B,Work,Worked on interrelated experiments,st.ts,
